Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_3_T1_1 Spectral Count	ALS_3_T2_2 Spectral Count	ALS_3_T3_3 Spectral Count	ALS_3_T4_4 Spectral Count	ALS_3_T1_1 Unique Spectral Count	ALS_3_T2_2 Unique Spectral Count	ALS_3_T3_3 Unique Spectral Count	ALS_3_T4_4 Unique Spectral Count	ALS_3_T1_1 Total Spectral Count	ALS_3_T2_2 Total Spectral Count	ALS_3_T3_3 Total Spectral Count	ALS_3_T4_4 Total Spectral Count	ALS_3_T1_1 Intensity	ALS_3_T2_2 Intensity	ALS_3_T3_3 Intensity	ALS_3_T4_4 Intensity	ALS_3_T1_1 MaxLFQ Intensity	ALS_3_T2_2 MaxLFQ Intensity	ALS_3_T3_3 MaxLFQ Intensity	ALS_3_T4_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|P09603|CSF1_HUMAN	P09603	CSF1_HUMAN	CSF1	554	Homo sapiens	1:Experimental evidence at protein level	Macrophage colony-stimulating factor 1	1.0	0.999	3	12	12	12	4	3	3	2	4	3	3	2	4	3	3	2	4519920.0	4741959.0	4072290.5	5269430.5	3800944.0	3318332.5	2807573.8	3645398.2	
sp|P09668|CATH_HUMAN	P09668	CATH_HUMAN	CTSH	335	Homo sapiens	1:Experimental evidence at protein level	Pro-cathepsin H	1.0	0.999	4	15	15	15	3	5	4	3	3	5	4	3	3	5	4	3	2883677.0	2732059.5	2816893.8	3179673.5	1122888.9	1048756.5	1225137.2	1131032.0	
sp|P09871|C1S_HUMAN	P09871	C1S_HUMAN	C1S	688	Homo sapiens	1:Experimental evidence at protein level	Complement C1s subcomponent	1.0	0.999	16	65	63	65	16	17	16	16	15	16	16	16	16	17	16	16	3.0856628E7	2.97216E7	3.506666E7	3.0038222E7	1.4486147E7	1.5531776E7	1.5063912E7	1.6102193E7	
sp|P09972|ALDOC_HUMAN	P09972	ALDOC_HUMAN	ALDOC	364	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase C	1.0	0.999	7	22	22	26	7	4	6	5	7	4	6	5	8	5	7	6	4624137.5	3382143.0	4403890.0	3988564.2	1721313.9	1499492.5	1868307.2	1518017.9	
sp|P0C0L4|CO4A_HUMAN	P0C0L4	CO4A_HUMAN	C4A	1744	Homo sapiens	1:Experimental evidence at protein level	Complement C4-A	1.0	0.999	60	11	11	288	3	3	2	3	3	3	2	3	73	74	69	72	2.0540954E7	2.562991E7	2.1160618E7	2.1538026E7	9186362.0	1.0775594E7	9392734.0	9560633.0	
sp|P0C0L5|CO4B_HUMAN	P0C0L5	CO4B_HUMAN	C4B	1744	Homo sapiens	1:Experimental evidence at protein level	Complement C4-B	1.0	0.999	61	294	17	294	75	76	71	72	5	5	4	3	75	76	71	72	1.09362256E8	9.7554352E7	8.9081696E7	7.9325808E7	3.6198176E7	3.852406E7	3.3578204E7	3.3414912E7	
sp|P0C0S8|H2A1_HUMAN	P0C0S8	H2A1_HUMAN	H2AC11	130	Homo sapiens	1:Experimental evidence at protein level	Histone H2A type 1	1.0	0.998	3	9	0	9	2	2	3	2	0	0	0	0	2	2	3	2	2.39311E7	1.0318894E7	2.9049568E7	1.0491288E7	1.3271553E7	6978146.0	1.569919E7	6350297.0	sp|P20671|H2A1D_HUMAN, sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN
sp|P0CG47|UBB_HUMAN	P0CG47	UBB_HUMAN	UBB	229	Homo sapiens	1:Experimental evidence at protein level	Polyubiquitin-B	1.0	0.999	4	12	0	12	3	4	3	2	0	0	0	0	3	4	3	2	7.9061936E7	4.6001956E7	4.8599776E7	5.2284656E7	2.728756E7	2.0656172E7	2.0428866E7	2.3253038E7	sp|P0CG48|UBC_HUMAN, sp|P62979|RS27A_HUMAN, sp|P62987|RL40_HUMAN
sp|P0DMV8|HS71A_HUMAN	P0DMV8	HS71A_HUMAN	HSPA1A	641	Homo sapiens	1:Experimental evidence at protein level	Heat shock 70 kDa protein 1A	1.0	0.9987	3	3	0	5	1	0	2	0	0	0	0	0	2	0	3	0	618216.25	0.0	716010.56	0.0	0.0	0.0	0.0	0.0	sp|P0DMV9|HS71B_HUMAN
sp|P0DOY2|IGLC2_HUMAN	P0DOY2	IGLC2_HUMAN	IGLC2	106	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda constant 2	1.0	0.999	3	8	0	12	2	2	2	2	0	0	0	0	3	3	3	3	1.11403312E8	9.6436368E7	8.4502152E7	8.2690816E7	7.0510776E7	6.0222056E7	5.3801916E7	4.976754E7	sp|P0DOY3|IGLC3_HUMAN
sp|P0DP58|LYNX1_HUMAN	P0DP58	LYNX1_HUMAN	LYNX1	116	Homo sapiens	1:Experimental evidence at protein level	Ly-6/neurotoxin-like protein 1	0.6204	0.9785	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	7700184.5	7750908.0	6729080.0	9486406.0	0.0	0.0	0.0	0.0	
sp|P10153|RNAS2_HUMAN	P10153	RNAS2_HUMAN	RNASE2	161	Homo sapiens	1:Experimental evidence at protein level	Non-secretory ribonuclease	0.8378	0.9931	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	664381.9	644166.4	860177.25	635630.06	0.0	0.0	0.0	0.0	
sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	219	Homo sapiens	1:Experimental evidence at protein level	Histone H1.4	1.0	0.9981	3	6	1	6	3	1	1	1	1	0	0	0	3	1	1	1	3635130.0	2211975.0	5335794.5	2121708.5	2022833.1	1256952.2	2954885.0	1226876.2	
sp|P10451|OSTP_HUMAN	P10451	OSTP_HUMAN	SPP1	314	Homo sapiens	1:Experimental evidence at protein level	Osteopontin	1.0	0.999	11	48	48	48	11	14	11	12	11	14	11	12	11	14	11	12	1.21485832E8	1.55395808E8	1.23187632E8	1.58980304E8	5.1851704E7	7.8190048E7	5.5439772E7	6.8001104E7	
sp|P10586|PTPRF_HUMAN	P10586	PTPRF_HUMAN	PTPRF	1907	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase F	0.9989	0.9971	2	1	1	3	0	0	0	1	0	0	0	1	0	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin	1.0	0.9987	2	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	2123418.2	1738710.0	2075964.2	2084106.2	1121598.0	914021.7	1092573.0	1100593.5	
sp|P10606|COX5B_HUMAN	P10606	COX5B_HUMAN	COX5B	129	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 5B, mitochondrial	0.8411	0.9933	1	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	346143.72	0.0	631648.44	178559.64	0.0	0.0	0.0	0.0	
sp|P10643|CO7_HUMAN	P10643	CO7_HUMAN	C7	843	Homo sapiens	1:Experimental evidence at protein level	Complement component C7	1.0	0.999	12	44	44	44	12	11	12	9	12	11	12	9	12	11	12	9	1.4661156E7	1.2512354E7	1.4077717E7	1.1928085E7	5328638.5	5212121.0	5175482.0	5174116.5	
sp|P10645|CMGA_HUMAN	P10645	CMGA_HUMAN	CHGA	457	Homo sapiens	1:Experimental evidence at protein level	Chromogranin-A	1.0	0.999	14	55	55	55	14	16	15	10	14	16	15	10	14	16	15	10	3.7130948E7	5.606464E7	3.8968696E7	4.330904E7	3.7799152E7	4.7426852E7	4.267738E7	3.716678E7	
sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	573	Homo sapiens	1:Experimental evidence at protein level	60 kDa heat shock protein, mitochondrial	1.0	0.998	7	14	14	14	5	2	5	2	5	2	5	2	5	2	5	2	4483019.0	2050123.2	6270864.0	2016573.4	2188987.0	1218322.6	3021508.5	1138902.8	
sp|P10909|CLUS_HUMAN	P10909	CLUS_HUMAN	CLU	449	Homo sapiens	1:Experimental evidence at protein level	Clusterin	1.0	0.999	16	101	101	101	27	25	24	25	27	25	24	25	27	25	24	25	4.87244416E8	4.00867232E8	4.18508544E8	3.90630592E8	2.22865792E8	2.13420848E8	1.56463648E8	2.02951552E8	
sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	654	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum chaperone BiP	1.0	0.9988	9	13	12	15	4	4	4	1	4	3	4	1	5	4	5	1	2717792.5	2079807.6	3491040.2	1705324.2	967813.94	1030991.06	1197131.0	894086.44	
sp|P11055|MYH3_HUMAN	P11055	MYH3_HUMAN	MYH3	1940	Homo sapiens	1:Experimental evidence at protein level	Myosin-3	0.0	0.9961	4	3	0	7	1	0	2	0	0	0	0	0	3	0	4	0	1873064.2	716259.5	2639477.8	817843.3	1056254.8	414556.6	1484945.5	472697.06	
sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	646	Homo sapiens	1:Experimental evidence at protein level	Heat shock cognate 71 kDa protein	1.0	0.9989	7	17	11	17	5	4	6	2	3	3	4	1	5	4	6	2	7126845.5	3782942.0	9674334.0	4569047.5	3987560.0	1895341.2	5628212.5	2782924.5	
sp|P11279|LAMP1_HUMAN	P11279	LAMP1_HUMAN	LAMP1	417	Homo sapiens	1:Experimental evidence at protein level	Lysosome-associated membrane glycoprotein 1	1.0	0.9931	3	7	7	7	3	0	3	1	3	0	3	1	3	0	3	1	2360319.8	1718414.9	2509067.8	1636603.4	1204561.9	847403.3	1249601.5	860704.1	
sp|P11362|FGFR1_HUMAN	P11362	FGFR1_HUMAN	FGFR1	822	Homo sapiens	1:Experimental evidence at protein level	Fibroblast growth factor receptor 1	1.0	0.9969	2	6	6	6	2	2	1	1	2	2	1	1	2	2	1	1	1591293.9	1840873.0	2611524.0	1106931.4	876617.5	1207958.6	1712695.6	672179.7	
sp|P12109|CO6A1_HUMAN	P12109	CO6A1_HUMAN	COL6A1	1028	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(VI) chain	1.0	0.999	14	42	42	42	11	12	9	10	11	12	9	10	11	12	9	10	7533787.5	7907349.5	8964643.0	8184781.0	3370715.0	3362110.0	3475078.5	3260661.5	
sp|P12259|FA5_HUMAN	P12259	FA5_HUMAN	F5	2224	Homo sapiens	1:Experimental evidence at protein level	Coagulation factor V	1.0	0.999	26	56	56	56	20	13	14	9	20	13	14	9	20	13	14	9	4850142.5	5156387.0	3864851.0	4143055.5	1666039.9	2065802.9	1525243.2	1627479.9	
sp|P12882|MYH1_HUMAN	P12882	MYH1_HUMAN	MYH1	1939	Homo sapiens	1:Experimental evidence at protein level	Myosin-1	0.9999	0.9949	8	11	2	16	4	3	3	1	0	1	0	1	6	3	6	1	3821324.8	1849719.9	5750488.0	1685330.0	1594481.2	920570.4	2321624.8	882012.9	
sp|P13473|LAMP2_HUMAN	P13473	LAMP2_HUMAN	LAMP2	410	Homo sapiens	1:Experimental evidence at protein level	Lysosome-associated membrane glycoprotein 2	1.0	0.999	4	15	15	15	4	4	3	4	4	4	3	4	4	4	3	4	2.003396E7	1.0596286E7	1.8778812E7	1.1383288E7	8613867.0	5656509.0	9106506.0	6817704.5	
sp|P13521|SCG2_HUMAN	P13521	SCG2_HUMAN	SCG2	617	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-2	1.0	0.999	17	51	51	51	15	11	14	11	15	11	14	11	15	11	14	11	1.361509E7	1.664013E7	1.5204438E7	1.4422617E7	7035509.5	7070459.0	7123262.0	6152879.5	
sp|P13591|NCAM1_HUMAN	P13591	NCAM1_HUMAN	NCAM1	858	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule 1	1.0	0.999	21	90	90	90	23	23	20	24	23	23	20	24	23	23	20	24	2.8223084E7	2.9103568E7	3.236666E7	2.846016E7	1.0272533E7	1.1145014E7	1.0567729E7	1.0714782E7	
sp|P13611|CSPG2_HUMAN	P13611	CSPG2_HUMAN	VCAN	3396	Homo sapiens	1:Experimental evidence at protein level	Versican core protein	1.0	0.9944	3	3	3	3	0	1	2	0	0	1	2	0	0	1	2	0	496976.0	396429.03	366851.66	368539.4	0.0	0.0	0.0	0.0	
sp|P13639|EF2_HUMAN	P13639	EF2_HUMAN	EEF2	858	Homo sapiens	1:Experimental evidence at protein level	Elongation factor 2	1.0	0.999	8	16	16	16	6	3	5	2	6	3	5	2	6	3	5	2	2246877.5	1692877.5	3608407.8	2078948.5	1168974.8	645759.9	1690469.9	824325.94	
sp|P13671|CO6_HUMAN	P13671	CO6_HUMAN	C6	934	Homo sapiens	1:Experimental evidence at protein level	Complement component C6	1.0	0.9983	5	10	10	10	4	3	1	2	4	3	1	2	4	3	1	2	2983002.5	2303934.2	2605761.8	2335425.0	1022668.94	918304.5	1131592.4	982417.25	
sp|P13987|CD59_HUMAN	P13987	CD59_HUMAN	CD59	128	Homo sapiens	1:Experimental evidence at protein level	CD59 glycoprotein	0.8872	0.9955	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	2903512.8	2660071.5	2757588.5	3822213.2	0.0	0.0	0.0	0.0	
sp|P14174|MIF_HUMAN	P14174	MIF_HUMAN	MIF	115	Homo sapiens	1:Experimental evidence at protein level	Macrophage migration inhibitory factor	0.7802	0.99	1	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	905839.6	318140.94	896035.5	321062.7	0.0	0.0	0.0	0.0	
sp|P14314|GLU2B_HUMAN	P14314	GLU2B_HUMAN	PRKCSH	528	Homo sapiens	1:Experimental evidence at protein level	Glucosidase 2 subunit beta	0.4801	0.9626	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	331726.5	459218.12	606633.44	241452.7	0.0	0.0	0.0	0.0	
sp|P14618|KPYM_HUMAN	P14618	KPYM_HUMAN	PKM	531	Homo sapiens	1:Experimental evidence at protein level	Pyruvate kinase PKM	1.0	0.999	16	47	44	47	11	10	13	13	11	9	12	12	11	10	13	13	9419914.0	9541667.0	1.0572513E7	8636936.0	4152032.2	3689068.8	4433489.0	3676144.0	
sp|P14625|ENPL_HUMAN	P14625	ENPL_HUMAN	HSP90B1	803	Homo sapiens	1:Experimental evidence at protein level	Endoplasmin	1.0	0.999	4	6	3	6	3	0	3	0	2	0	1	0	3	0	3	0	1624574.8	1195478.9	2604053.5	1027760.75	644538.25	530216.9	1030494.25	523115.62	
sp|P15151|PVR_HUMAN	P15151	PVR_HUMAN	PVR	417	Homo sapiens	1:Experimental evidence at protein level	Poliovirus receptor	0.9997	0.9868	2	3	3	3	2	1	0	0	2	1	0	0	2	1	0	0	1316822.9	1174724.1	880808.6	1114336.5	754158.3	677669.6	503248.06	643512.0	
sp|P15259|PGAM2_HUMAN	P15259	PGAM2_HUMAN	PGAM2	253	Homo sapiens	1:Experimental evidence at protein level	Phosphoglycerate mutase 2	1.0	0.9989	3	5	0	5	2	1	1	1	0	0	0	0	2	1	1	1	2715307.0	2386324.2	2593297.8	2430944.2	1352722.9	1083129.8	1227297.9	1097840.1	sp|P18669|PGAM1_HUMAN
sp|P15311|EZRI_HUMAN	P15311	EZRI_HUMAN	EZR	586	Homo sapiens	1:Experimental evidence at protein level	Ezrin	1.0	0.993	6	9	3	9	3	0	5	1	0	0	2	1	3	0	5	1	1995591.8	1333238.0	2297066.5	1476725.6	1045971.75	657832.75	1170753.5	585302.4	
sp|P15586|GNS_HUMAN	P15586	GNS_HUMAN	GNS	552	Homo sapiens	1:Experimental evidence at protein level	N-acetylglucosamine-6-sulfatase	0.9277	0.9972	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	304701.34	281731.88	335101.3	331795.5	0.0	0.0	0.0	0.0	
sp|P16035|TIMP2_HUMAN	P16035	TIMP2_HUMAN	TIMP2	220	Homo sapiens	1:Experimental evidence at protein level	Metalloproteinase inhibitor 2	1.0	0.999	6	20	20	20	5	5	6	4	5	5	6	4	5	5	6	4	9714266.0	7281478.5	8016765.0	1.0501877E7	3583058.0	3557995.8	3129610.2	4054152.0	
sp|P16070|CD44_HUMAN	P16070	CD44_HUMAN	CD44	742	Homo sapiens	1:Experimental evidence at protein level	CD44 antigen	1.0	0.999	2	7	7	7	1	2	2	2	1	2	2	2	1	2	2	2	1.0651506E7	1.0419964E7	9714202.0	1.0286714E7	9117053.0	8055699.0	8322166.0	6780880.5	
sp|P16870|CBPE_HUMAN	P16870	CBPE_HUMAN	CPE	476	Homo sapiens	1:Experimental evidence at protein level	Carboxypeptidase E	1.0	0.999	15	67	67	67	17	18	18	14	17	18	18	14	17	18	18	14	1.8102044E7	2.2157188E7	1.788467E7	1.8287116E7	7631172.5	8280323.0	8066647.0	7323802.5	
sp|P17174|AATC_HUMAN	P17174	AATC_HUMAN	GOT1	413	Homo sapiens	1:Experimental evidence at protein level	Aspartate aminotransferase, cytoplasmic	1.0	0.999	11	28	28	28	8	5	9	6	8	5	9	6	8	5	9	6	6873672.5	4802240.0	5180021.5	4981258.5	2188474.2	1836129.6	2296241.8	2139149.5	
sp|P17900|SAP3_HUMAN	P17900	SAP3_HUMAN	GM2A	193	Homo sapiens	1:Experimental evidence at protein level	Ganglioside GM2 activator	1.0	0.9989	5	16	16	16	4	4	4	4	4	4	4	4	4	4	4	4	2.1966156E7	2.2568528E7	2.4167844E7	2.2086668E7	8629392.0	8384682.5	8979844.0	8265409.0	
sp|P17931|LEG3_HUMAN	P17931	LEG3_HUMAN	LGALS3	250	Homo sapiens	1:Experimental evidence at protein level	Galectin-3	0.5057	0.9661	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	302380.5	0.0	331043.9	252783.94	0.0	0.0	0.0	0.0	
sp|P17936|IBP3_HUMAN	P17936	IBP3_HUMAN	IGFBP3	291	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 3	0.9297	0.9973	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	356498.4	298737.8	212425.33	466613.47	0.0	0.0	0.0	0.0	
sp|P18065|IBP2_HUMAN	P18065	IBP2_HUMAN	IGFBP2	325	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 2	1.0	0.998	4	8	8	8	3	2	1	2	3	2	1	2	3	2	1	2	1.2734706E7	1.1437512E7	1.2134741E7	1.2445803E7	8719723.0	9020614.0	7338062.5	9938212.0	
sp|P18085|ARF4_HUMAN	P18085	ARF4_HUMAN	ARF4	180	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor 4	0.5441	0.9708	1	2	0	2	1	0	1	0	0	0	0	0	1	0	1	0	335002.94	69273.92	435223.34	0.0	0.0	0.0	0.0	0.0	sp|P61204|ARF3_HUMAN, sp|P84077|ARF1_HUMAN, sp|P84085|ARF5_HUMAN
sp|P18124|RL7_HUMAN	P18124	RL7_HUMAN	RPL7	248	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL30	0.9532	0.9982	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	778822.25	0.0	1383676.6	327344.28	0.0	0.0	0.0	0.0	
sp|P19021|AMD_HUMAN	P19021	AMD_HUMAN	PAM	973	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-glycine alpha-amidating monooxygenase	1.0	0.999	13	33	33	33	12	5	9	7	12	5	9	7	12	5	9	7	7818498.0	7043119.0	6920104.0	7395395.5	3413166.5	2951827.5	3294244.8	3038528.8	
sp|P19022|CADH2_HUMAN	P19022	CADH2_HUMAN	CDH2	906	Homo sapiens	1:Experimental evidence at protein level	Cadherin-2	1.0	0.999	9	31	31	31	7	7	10	7	7	7	10	7	7	7	10	7	1.6170724E7	1.425266E7	1.7304468E7	1.4861266E7	5670171.0	5570422.0	6477763.0	6078432.0	
sp|P19320|VCAM1_HUMAN	P19320	VCAM1_HUMAN	VCAM1	739	Homo sapiens	1:Experimental evidence at protein level	Vascular cell adhesion protein 1	1.0	0.9978	3	5	5	5	2	1	2	0	2	1	2	0	2	1	2	0	788606.3	782641.0	901472.44	1146409.0	838556.1	437583.38	534567.7	675583.4	
sp|P19338|NUCL_HUMAN	P19338	NUCL_HUMAN	NCL	710	Homo sapiens	1:Experimental evidence at protein level	Nucleolin	1.0	0.9978	4	6	6	6	3	1	2	0	3	1	2	0	3	1	2	0	1968384.1	854449.2	3606343.0	330141.0	1206647.1	440036.66	1842881.9	428128.97	
sp|P19652|A1AG2_HUMAN	P19652	A1AG2_HUMAN	ORM2	201	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-acid glycoprotein 2	1.0	0.999	7	44	36	44	10	12	11	11	8	10	9	9	10	12	11	11	1.09204168E8	1.2209044E8	1.0073152E8	1.00129328E8	4.1038608E7	4.7291788E7	4.5879928E7	4.2875192E7	
sp|P19823|ITIH2_HUMAN	P19823	ITIH2_HUMAN	ITIH2	946	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H2	1.0	0.999	19	51	51	51	17	10	13	11	17	10	13	11	17	10	13	11	8656345.0	9666384.0	6028401.0	9602127.0	3354463.0	3528163.0	3429059.2	3621382.2	
sp|P19827|ITIH1_HUMAN	P19827	ITIH1_HUMAN	ITIH1	911	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H1	1.0	0.999	8	26	26	26	7	5	8	6	7	5	8	6	7	5	8	6	5588015.5	4794492.0	4623280.5	4927848.5	1948384.1	2056521.1	1943731.6	2124749.5	
sp|P20062|TCO2_HUMAN	P20062	TCO2_HUMAN	TCN2	427	Homo sapiens	1:Experimental evidence at protein level	Transcobalamin-2	1.0	0.9987	5	8	8	8	2	1	4	1	2	1	4	1	2	1	4	1	1170323.5	1251995.8	1311795.6	989839.6	579914.2	605335.06	608328.06	501955.0	
sp|P20472|PRVA_HUMAN	P20472	PRVA_HUMAN	PVALB	110	Homo sapiens	1:Experimental evidence at protein level	Parvalbumin alpha	1.0	0.9989	2	5	5	5	2	1	1	1	2	1	1	1	2	1	1	1	1740962.5	1393015.9	1507827.5	1500174.9	1290504.5	1076323.2	1230002.9	1125950.4	
sp|P20774|MIME_HUMAN	P20774	MIME_HUMAN	OGN	298	Homo sapiens	1:Experimental evidence at protein level	Mimecan	1.0	0.999	13	48	48	48	12	12	11	13	12	12	11	13	12	12	11	13	4.0610232E7	3.5562708E7	4.567782E7	4.1368836E7	1.5667874E7	1.4789597E7	1.5236176E7	1.4502494E7	
sp|P20933|ASPG_HUMAN	P20933	ASPG_HUMAN	AGA	346	Homo sapiens	1:Experimental evidence at protein level	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	1.0	0.999	3	9	9	9	4	1	3	1	4	1	3	1	4	1	3	1	4252982.5	1076504.2	2795121.8	1555487.5	1790933.5	0.0	1511656.0	1415351.1	
sp|P21802|FGFR2_HUMAN	P21802	FGFR2_HUMAN	FGFR2	821	Homo sapiens	1:Experimental evidence at protein level	Fibroblast growth factor receptor 2	1.0	0.9965	3	9	9	9	3	2	2	2	3	2	2	2	3	2	2	2	1624347.4	1949492.4	2539436.5	1742763.8	767915.75	946272.2	1031400.7	833902.7	
sp|P22061|PIMT_HUMAN	P22061	PIMT_HUMAN	PCMT1	227	Homo sapiens	1:Experimental evidence at protein level	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	0.962	0.9986	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	761447.06	753919.9	598893.1	1102652.0	0.0	0.0	0.0	0.0	
sp|P22105|TENX_HUMAN	P22105	TENX_HUMAN	TNXB	4244	Homo sapiens	1:Experimental evidence at protein level	Tenascin-X	0.7405	0.9876	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	604434.5	671628.6	566135.6	612804.6	0.0	0.0	0.0	0.0	
sp|P22304|IDS_HUMAN	P22304	IDS_HUMAN	IDS	550	Homo sapiens	1:Experimental evidence at protein level	Iduronate 2-sulfatase	1.0	0.99	2	4	4	4	1	0	2	1	1	0	2	1	1	0	2	1	753495.9	478363.12	858194.7	1016452.06	426560.0	0.0	485714.22	551109.56	
sp|P22352|GPX3_HUMAN	P22352	GPX3_HUMAN	GPX3	226	Homo sapiens	1:Experimental evidence at protein level	Glutathione peroxidase 3	1.0	0.9986	4	13	13	13	3	3	2	5	3	3	2	5	3	3	2	5	4162348.5	3810900.0	2945374.8	3980422.0	1832080.1	1886557.1	1380112.8	1900367.1	
sp|P22392|NDKB_HUMAN	P22392	NDKB_HUMAN	NME2	152	Homo sapiens	1:Experimental evidence at protein level	Nucleoside diphosphate kinase B	1.0	0.994	5	7	0	7	3	0	4	0	0	0	0	0	3	0	4	0	2005825.8	1199693.0	2337951.0	1209226.6	839017.3	515938.44	1040428.44	497103.38	
sp|P22626|ROA2_HUMAN	P22626	ROA2_HUMAN	HNRNPA2B1	353	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoproteins A2/B1	1.0	0.9982	3	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1301623.1	1576485.0	2111693.5	1740936.5	0.0	644056.3	0.0	626999.44	
sp|P22692|IBP4_HUMAN	P22692	IBP4_HUMAN	IGFBP4	258	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 4	0.8867	0.9954	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	2316739.5	2022086.4	2271581.2	2659816.5	0.0	0.0	0.0	0.0	
sp|P22748|CAH4_HUMAN	P22748	CAH4_HUMAN	CA4	312	Homo sapiens	1:Experimental evidence at protein level	Carbonic anhydrase 4	0.8576	0.9941	1	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23142|FBLN1_HUMAN	P23142	FBLN1_HUMAN	FBLN1	703	Homo sapiens	1:Experimental evidence at protein level	Fibulin-1	1.0	0.999	10	42	42	42	11	11	11	9	11	11	11	9	11	11	11	9	3.0763948E7	2.6617368E7	3.0347416E7	2.1790942E7	1.1464118E7	1.2387653E7	1.1856475E7	1.127866E7	
sp|P23284|PPIB_HUMAN	P23284	PPIB_HUMAN	PPIB	216	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase B	1.0	0.999	5	22	22	22	6	6	5	5	6	6	5	5	6	6	5	5	4727589.0	4118508.5	5646102.0	4742098.5	2099867.5	1994476.4	2354997.8	2130649.8	
sp|P23396|RS3_HUMAN	P23396	RS3_HUMAN	RPS3	243	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS3	0.458	0.9592	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	658340.1	203309.66	740791.94	223580.38	0.0	0.0	0.0	0.0	
sp|P23468|PTPRD_HUMAN	P23468	PTPRD_HUMAN	PTPRD	1912	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase delta	1.0	0.999	9	20	18	20	5	5	7	3	5	4	7	2	5	5	7	3	3187643.2	3062246.8	2804401.5	3248056.5	1177857.1	1084587.1	1140349.2	1160190.8	
sp|P23470|PTPRG_HUMAN	P23470	PTPRG_HUMAN	PTPRG	1445	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase gamma	1.0	0.9985	5	8	8	8	3	0	5	0	3	0	5	0	3	0	5	0	4693169.0	3202888.0	4526892.0	2767801.2	1741329.1	1172067.1	1671205.9	1087939.2	
