Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_4_T1_1 Spectral Count	ALS_4_T2_2 Spectral Count	ALS_4_T3_3 Spectral Count	ALS_4_T4_4 Spectral Count	ALS_4_T1_1 Unique Spectral Count	ALS_4_T2_2 Unique Spectral Count	ALS_4_T3_3 Unique Spectral Count	ALS_4_T4_4 Unique Spectral Count	ALS_4_T1_1 Total Spectral Count	ALS_4_T2_2 Total Spectral Count	ALS_4_T3_3 Total Spectral Count	ALS_4_T4_4 Total Spectral Count	ALS_4_T1_1 Intensity	ALS_4_T2_2 Intensity	ALS_4_T3_3 Intensity	ALS_4_T4_4 Intensity	ALS_4_T1_1 MaxLFQ Intensity	ALS_4_T2_2 MaxLFQ Intensity	ALS_4_T3_3 MaxLFQ Intensity	ALS_4_T4_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|P11279|LAMP1_HUMAN	P11279	LAMP1_HUMAN	LAMP1	417	Homo sapiens	1:Experimental evidence at protein level	Lysosome-associated membrane glycoprotein 1	0.6642	0.9849	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	518569.62	369689.5	641761.56	437733.5	0.0	0.0	0.0	0.0	
sp|P11362|FGFR1_HUMAN	P11362	FGFR1_HUMAN	FGFR1	822	Homo sapiens	1:Experimental evidence at protein level	Fibroblast growth factor receptor 1	1.0	0.9985	2	4	4	4	1	2	1	0	1	2	1	0	1	2	1	0	1393213.4	1279372.8	2025821.0	1171977.6	857818.06	925627.2	1475334.4	809509.4	
sp|P12109|CO6A1_HUMAN	P12109	CO6A1_HUMAN	COL6A1	1028	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(VI) chain	1.0	0.999	16	48	48	48	13	12	10	13	13	12	10	13	13	12	10	13	7364244.0	7714192.5	6457860.0	7166233.0	2634270.0	2671166.0	2762949.5	2738641.2	
sp|P12111|CO6A3_HUMAN	P12111	CO6A3_HUMAN	COL6A3	3177	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-3(VI) chain	1.0	0.9876	4	5	5	5	2	1	1	1	2	1	1	1	2	1	1	1	636104.94	717508.0	876235.1	615722.5	417525.8	474300.47	595109.0	377586.97	
sp|P12259|FA5_HUMAN	P12259	FA5_HUMAN	F5	2224	Homo sapiens	1:Experimental evidence at protein level	Coagulation factor V	1.0	0.998	6	9	9	9	4	2	0	3	4	2	0	3	4	2	0	3	2227572.0	1882700.8	2085899.8	1599180.1	838967.56	799102.9	966814.75	534291.9	
sp|P12318|FCG2A_HUMAN	P12318	FCG2A_HUMAN	FCGR2A	317	Homo sapiens	1:Experimental evidence at protein level	Low affinity immunoglobulin gamma Fc region receptor II-a	0.6883	0.9865	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	466273.06	441822.8	0.0	489200.88	0.0	0.0	0.0	0.0	sp|P31994|FCG2B_HUMAN, sp|P31995|FCG2C_HUMAN
sp|P12882|MYH1_HUMAN	P12882	MYH1_HUMAN	MYH1	1939	Homo sapiens	1:Experimental evidence at protein level	Myosin-1	0.9996	0.9976	7	17	1	17	6	3	2	6	0	1	0	0	6	3	2	6	4779568.0	1352239.5	2431829.0	4145967.8	1747207.6	758870.3	1407032.8	1757392.2	
sp|P13473|LAMP2_HUMAN	P13473	LAMP2_HUMAN	LAMP2	410	Homo sapiens	1:Experimental evidence at protein level	Lysosome-associated membrane glycoprotein 2	1.0	0.9989	4	13	13	13	4	4	2	3	4	4	2	3	4	4	2	3	8923604.0	6394415.0	8880018.0	9028171.0	4385257.0	3654753.8	4492596.0	4262049.5	
sp|P13521|SCG2_HUMAN	P13521	SCG2_HUMAN	SCG2	617	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-2	1.0	0.999	15	31	31	31	12	8	3	8	12	8	3	8	12	8	3	8	8635398.0	7929732.0	7497908.0	6436742.5	3254841.5	3171874.2	2926025.2	2930778.5	
sp|P13591|NCAM1_HUMAN	P13591	NCAM1_HUMAN	NCAM1	858	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule 1	1.0	0.999	22	72	72	72	22	21	15	14	22	21	15	14	22	21	15	14	2.3094118E7	1.6536684E7	3.0733524E7	1.2978708E7	8514965.0	1.0408369E7	8316979.0	6659669.0	
sp|P13611|CSPG2_HUMAN	P13611	CSPG2_HUMAN	VCAN	3396	Homo sapiens	1:Experimental evidence at protein level	Versican core protein	0.497	0.9702	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P13639|EF2_HUMAN	P13639	EF2_HUMAN	EEF2	858	Homo sapiens	1:Experimental evidence at protein level	Elongation factor 2	1.0	0.9985	6	14	14	14	5	2	3	4	5	2	3	4	5	2	3	4	3233710.0	1616037.2	2687483.0	2522027.8	1459502.6	674678.1	1080734.6	1317494.9	
sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 10	0.7077	0.9876	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	400176.22	194481.16	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P13671|CO6_HUMAN	P13671	CO6_HUMAN	C6	934	Homo sapiens	1:Experimental evidence at protein level	Complement component C6	1.0	0.9989	7	22	22	22	5	7	5	5	5	7	5	5	5	7	5	5	3313359.5	2939652.5	4787034.5	3275928.0	1398370.9	1480081.2	1742603.9	1573640.6	
sp|P13987|CD59_HUMAN	P13987	CD59_HUMAN	CD59	128	Homo sapiens	1:Experimental evidence at protein level	CD59 glycoprotein	0.6367	0.983	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	2189367.8	2261248.5	963528.6	1904736.5	0.0	0.0	0.0	0.0	
sp|P14174|MIF_HUMAN	P14174	MIF_HUMAN	MIF	115	Homo sapiens	1:Experimental evidence at protein level	Macrophage migration inhibitory factor	0.8653	0.9953	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	883225.1	187924.53	682094.44	797624.0	0.0	0.0	0.0	0.0	
sp|P14543|NID1_HUMAN	P14543	NID1_HUMAN	NID1	1247	Homo sapiens	1:Experimental evidence at protein level	Nidogen-1	0.5523	0.976	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	318827.38	341591.62	413841.8	0.0	0.0	0.0	0.0	0.0	
sp|P14618|KPYM_HUMAN	P14618	KPYM_HUMAN	PKM	531	Homo sapiens	1:Experimental evidence at protein level	Pyruvate kinase PKM	1.0	0.999	14	40	40	40	13	8	8	11	13	8	8	11	13	8	8	11	6541080.0	5358165.5	8418842.0	5545454.0	3450103.2	2721558.5	3704246.8	3083368.5	
sp|P14625|ENPL_HUMAN	P14625	ENPL_HUMAN	HSP90B1	803	Homo sapiens	1:Experimental evidence at protein level	Endoplasmin	1.0	0.9985	5	7	3	8	4	1	0	2	2	0	0	1	4	1	1	2	1555545.8	899953.1	1365418.5	1366323.9	694896.06	390919.62	608150.9	570204.5	
sp|P15259|PGAM2_HUMAN	P15259	PGAM2_HUMAN	PGAM2	253	Homo sapiens	1:Experimental evidence at protein level	Phosphoglycerate mutase 2	0.6232	0.982	1	2	0	2	1	1	0	0	0	0	0	0	1	1	0	0	516538.47	625687.0	894189.2	477445.78	0.0	0.0	0.0	0.0	sp|P18669|PGAM1_HUMAN, sp|Q8N0Y7|PGAM4_HUMAN
sp|P15311|EZRI_HUMAN	P15311	EZRI_HUMAN	EZR	586	Homo sapiens	1:Experimental evidence at protein level	Ezrin	1.0	0.9979	6	7	2	7	2	0	1	4	0	0	1	1	2	0	1	4	1869009.4	1162498.2	2275146.0	1495881.8	976432.0	595579.44	877685.9	963128.75	
sp|P16035|TIMP2_HUMAN	P16035	TIMP2_HUMAN	TIMP2	220	Homo sapiens	1:Experimental evidence at protein level	Metalloproteinase inhibitor 2	1.0	0.9989	5	15	15	15	5	4	2	4	5	4	2	4	5	4	2	4	3521396.0	4629048.0	3110239.8	4319764.0	1847989.5	2532550.5	1886356.9	2003026.2	
sp|P16070|CD44_HUMAN	P16070	CD44_HUMAN	CD44	742	Homo sapiens	1:Experimental evidence at protein level	CD44 antigen	1.0	0.999	2	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	9367646.0	1.2020111E7	1.4670125E7	1.2239897E7	8082662.5	1.0237379E7	1.1714431E7	1.0035021E7	
sp|P16870|CBPE_HUMAN	P16870	CBPE_HUMAN	CPE	476	Homo sapiens	1:Experimental evidence at protein level	Carboxypeptidase E	1.0	0.999	12	54	54	54	13	16	12	13	13	16	12	13	13	16	12	13	1.8850984E7	1.5198618E7	1.8768974E7	1.1236062E7	7496313.5	7487836.0	6433139.0	4791532.0	
sp|P17174|AATC_HUMAN	P17174	AATC_HUMAN	GOT1	413	Homo sapiens	1:Experimental evidence at protein level	Aspartate aminotransferase, cytoplasmic	1.0	0.999	8	24	24	24	8	6	3	7	8	6	3	7	8	6	3	7	5339555.0	3992091.8	5394555.0	3267393.5	2128150.8	1839828.4	2113849.5	1689720.5	
sp|P17900|SAP3_HUMAN	P17900	SAP3_HUMAN	GM2A	193	Homo sapiens	1:Experimental evidence at protein level	Ganglioside GM2 activator	1.0	0.9989	4	16	16	16	4	4	4	4	4	4	4	4	4	4	4	4	1.6926836E7	1.603476E7	9927246.0	1.9027078E7	7153144.5	6511220.5	4537620.0	8130637.5	
sp|P17936|IBP3_HUMAN	P17936	IBP3_HUMAN	IGFBP3	291	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 3	0.9214	0.9974	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	420266.72	447542.56	304822.88	485888.47	0.0	0.0	0.0	0.0	
sp|P18065|IBP2_HUMAN	P18065	IBP2_HUMAN	IGFBP2	325	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 2	1.0	0.9961	4	9	9	9	2	3	1	3	2	3	1	3	2	3	1	3	7856434.5	1.0073248E7	7213267.5	8555389.0	5855721.5	8123236.0	4530011.0	6496340.0	
sp|P18621|RL17_HUMAN	P18621	RL17_HUMAN	RPL17	184	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL22	0.8869	0.9962	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	377737.5	260659.39	420777.03	442759.66	0.0	0.0	0.0	0.0	
sp|P19021|AMD_HUMAN	P19021	AMD_HUMAN	PAM	973	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-glycine alpha-amidating monooxygenase	1.0	0.999	9	20	20	20	4	7	4	5	4	7	4	5	4	7	4	5	1962067.5	2108819.5	2101834.8	1854724.6	1784273.4	1865508.1	2259001.8	1790615.6	
sp|P19022|CADH2_HUMAN	P19022	CADH2_HUMAN	CDH2	906	Homo sapiens	1:Experimental evidence at protein level	Cadherin-2	1.0	0.999	8	26	26	26	5	8	6	7	5	8	6	7	5	8	6	7	9285855.0	1.0536328E7	8735353.0	9942913.0	3992828.2	4574934.5	3683081.5	4006506.0	
sp|P19320|VCAM1_HUMAN	P19320	VCAM1_HUMAN	VCAM1	739	Homo sapiens	1:Experimental evidence at protein level	Vascular cell adhesion protein 1	1.0	0.9989	5	9	8	9	1	2	2	4	1	2	1	4	1	2	2	4	1388277.1	1200540.6	2600408.5	1699004.4	720400.94	713095.1	1194779.8	963018.94	
sp|P19338|NUCL_HUMAN	P19338	NUCL_HUMAN	NCL	710	Homo sapiens	1:Experimental evidence at protein level	Nucleolin	1.0	0.9958	3	5	5	5	3	0	0	2	3	0	0	2	3	0	0	2	3943005.5	294693.56	577209.44	2742012.2	1771873.6	0.0	0.0	1635218.2	
sp|P19652|A1AG2_HUMAN	P19652	A1AG2_HUMAN	ORM2	201	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-acid glycoprotein 2	1.0	0.999	8	45	37	45	9	13	11	12	7	11	9	10	9	13	11	12	1.94052096E8	1.3637216E8	1.4890992E8	1.59963504E8	6.3998088E7	5.94071E7	6.5152984E7	6.118042E7	
sp|P19823|ITIH2_HUMAN	P19823	ITIH2_HUMAN	ITIH2	946	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H2	1.0	0.999	21	64	64	64	16	17	12	19	16	17	12	19	16	17	12	19	1.3097514E7	1.3992186E7	1.721792E7	1.2624114E7	6267274.5	5908373.0	4879951.5	6296135.5	
sp|P19827|ITIH1_HUMAN	P19827	ITIH1_HUMAN	ITIH1	911	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H1	1.0	0.999	12	39	39	39	9	10	10	10	9	10	10	10	9	10	10	10	6543102.0	6738089.0	8114631.5	7511175.5	2714368.0	2770490.8	3375930.0	2836025.8	
sp|P20062|TCO2_HUMAN	P20062	TCO2_HUMAN	TCN2	427	Homo sapiens	1:Experimental evidence at protein level	Transcobalamin-2	1.0	0.9984	3	5	5	5	2	0	1	2	2	0	1	2	2	0	1	2	566537.75	718112.3	1070047.5	884713.0	337282.47	303378.2	403707.2	393084.94	
sp|P20472|PRVA_HUMAN	P20472	PRVA_HUMAN	PVALB	110	Homo sapiens	1:Experimental evidence at protein level	Parvalbumin alpha	1.0	0.999	2	6	6	6	2	1	1	2	2	1	1	2	2	1	1	2	1470185.0	1146057.6	1862702.0	1235404.9	1145554.9	896324.8	1190498.9	1046514.75	
sp|P20774|MIME_HUMAN	P20774	MIME_HUMAN	OGN	298	Homo sapiens	1:Experimental evidence at protein level	Mimecan	1.0	0.999	13	50	50	50	13	14	10	13	13	14	10	13	13	14	10	13	4.873612E7	4.9498328E7	3.5712344E7	5.2369532E7	2.2399344E7	2.3491244E7	2.060206E7	2.4761618E7	
sp|P20933|ASPG_HUMAN	P20933	ASPG_HUMAN	AGA	346	Homo sapiens	1:Experimental evidence at protein level	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	1.0	0.9987	3	6	6	6	3	1	0	2	3	1	0	2	3	1	0	2	1803274.5	1646309.2	1195629.0	1126999.5	660047.9	766553.94	864972.6	506722.34	
sp|P21802|FGFR2_HUMAN	P21802	FGFR2_HUMAN	FGFR2	821	Homo sapiens	1:Experimental evidence at protein level	Fibroblast growth factor receptor 2	1.0	0.9951	2	6	6	6	2	2	1	1	2	2	1	1	2	2	1	1	1148560.5	2186020.5	2844496.0	1056471.1	695744.4	1268469.8	1763348.2	649807.5	
sp|P22061|PIMT_HUMAN	P22061	PIMT_HUMAN	PCMT1	227	Homo sapiens	1:Experimental evidence at protein level	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	1.0	0.9986	2	4	4	4	2	1	0	1	2	1	0	1	2	1	0	1	1323149.8	1644128.4	644651.56	1504497.6	801087.6	954631.4	0.0	915434.7	
sp|P22304|IDS_HUMAN	P22304	IDS_HUMAN	IDS	550	Homo sapiens	1:Experimental evidence at protein level	Iduronate 2-sulfatase	1.0	0.9937	2	2	2	2	0	0	2	0	0	0	2	0	0	0	2	0	188860.83	505344.7	1045047.6	210765.56	0.0	0.0	0.0	0.0	
sp|P22352|GPX3_HUMAN	P22352	GPX3_HUMAN	GPX3	226	Homo sapiens	1:Experimental evidence at protein level	Glutathione peroxidase 3	1.0	0.9988	4	12	12	12	3	3	3	3	3	3	3	3	3	3	3	3	2809747.5	3174157.8	4182938.5	3398966.5	1471369.4	1348192.4	1853524.2	1775348.2	
sp|P22392|NDKB_HUMAN	P22392	NDKB_HUMAN	NME2	152	Homo sapiens	1:Experimental evidence at protein level	Nucleoside diphosphate kinase B	1.0	0.9986	5	8	0	8	5	0	0	3	0	0	0	0	5	0	0	3	3331564.0	566576.2	2868249.0	3921824.8	1601351.0	649115.06	1295991.1	1620217.6	
sp|P22626|ROA2_HUMAN	P22626	ROA2_HUMAN	HNRNPA2B1	353	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoproteins A2/B1	1.0	0.9983	4	6	6	6	1	1	2	2	1	1	2	2	1	1	2	2	2061542.4	761959.3	2008127.5	1861101.9	1070305.6	485179.47	954465.75	1595597.8	
sp|P22692|IBP4_HUMAN	P22692	IBP4_HUMAN	IGFBP4	258	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 4	0.5676	0.9774	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	1944289.5	2308242.8	1073959.8	2488222.2	0.0	0.0	0.0	0.0	
sp|P22748|CAH4_HUMAN	P22748	CAH4_HUMAN	CA4	312	Homo sapiens	1:Experimental evidence at protein level	Carbonic anhydrase 4	1.0	0.9957	2	5	5	5	2	1	0	2	2	1	0	2	2	1	0	2	171619.11	209945.33	303976.6	156579.98	0.0	0.0	0.0	0.0	
sp|P22792|CPN2_HUMAN	P22792	CPN2_HUMAN	CPN2	545	Homo sapiens	1:Experimental evidence at protein level	Carboxypeptidase N subunit 2	0.5894	0.9793	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	681021.9	394868.94	692938.25	862967.25	0.0	0.0	0.0	0.0	
sp|P23142|FBLN1_HUMAN	P23142	FBLN1_HUMAN	FBLN1	703	Homo sapiens	1:Experimental evidence at protein level	Fibulin-1	1.0	0.999	10	38	38	38	10	10	6	12	10	10	6	12	10	10	6	12	2.1755318E7	2.1129198E7	2.2149536E7	2.3186182E7	8871875.0	9595564.0	9350042.0	9914012.0	
sp|P23284|PPIB_HUMAN	P23284	PPIB_HUMAN	PPIB	216	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase B	1.0	0.9989	7	18	18	18	5	6	1	6	5	6	1	6	5	6	1	6	3925815.5	3038673.2	3487174.2	3717772.2	1684618.6	1198735.1	1690686.4	1555540.0	
sp|P23468|PTPRD_HUMAN	P23468	PTPRD_HUMAN	PTPRD	1912	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase delta	1.0	0.999	7	10	9	10	1	4	2	3	1	3	2	3	1	4	2	3	1999969.9	1994243.2	2380515.0	1897696.0	854813.44	737379.44	970481.75	738574.4	
sp|P23470|PTPRG_HUMAN	P23470	PTPRG_HUMAN	PTPRG	1445	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase gamma	1.0	0.9987	2	3	3	3	2	0	0	1	2	0	0	1	2	0	0	1	1684914.2	1027602.4	1181124.5	1693647.5	1156222.5	714366.56	853092.9	1202391.2	
sp|P23471|PTPRZ_HUMAN	P23471	PTPRZ_HUMAN	PTPRZ1	2315	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase zeta	1.0	0.999	11	27	27	27	7	10	6	4	7	10	6	4	7	10	6	4	3923038.0	4025892.0	5819605.0	3537319.2	1994307.5	2058997.6	1968837.2	1575225.0	
sp|P23515|OMGP_HUMAN	P23515	OMGP_HUMAN	OMG	440	Homo sapiens	1:Experimental evidence at protein level	Oligodendrocyte-myelin glycoprotein	1.0	0.999	5	14	14	14	4	5	2	3	4	5	2	3	4	5	2	3	1.1214915E7	9919983.0	6491208.5	9503788.0	4880718.5	4532851.5	3219825.5	4183275.5	
sp|P23528|COF1_HUMAN	P23528	COF1_HUMAN	CFL1	166	Homo sapiens	1:Experimental evidence at protein level	Cofilin-1	0.9995	0.9803	2	2	1	2	1	0	0	1	1	0	0	0	1	0	0	1	1471016.6	787956.5	1025155.9	1233925.5	0.0	0.0	0.0	0.0	
sp|P23582|ANFC_HUMAN	P23582	ANFC_HUMAN	NPPC	126	Homo sapiens	1:Experimental evidence at protein level	C-type natriuretic peptide	0.9631	0.9988	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	1307566.8	1456842.1	923927.1	1359151.6	0.0	0.0	0.0	0.0	
sp|P24588|AKAP5_HUMAN	P24588	AKAP5_HUMAN	AKAP5	427	Homo sapiens	1:Experimental evidence at protein level	A-kinase anchor protein 5	0.4816	0.9684	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	9.936052E7	9.0586192E7	1.37523888E8	9.943264E7	0.0	0.0	0.0	0.0	
sp|P24592|IBP6_HUMAN	P24592	IBP6_HUMAN	IGFBP6	240	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 6	1.0	0.999	3	17	17	17	4	4	4	5	4	4	4	5	4	4	4	5	4.2288552E7	3.296451E7	2.7338566E7	6.0258252E7	2.7532946E7	2.0805776E7	2.1334868E7	4.2888572E7	
sp|P24593|IBP5_HUMAN	P24593	IBP5_HUMAN	IGFBP5	272	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 5	0.9999	0.9877	1	3	3	3	0	1	0	2	0	1	0	2	0	1	0	2	510439.34	441635.88	0.0	1163947.8	322518.38	0.0	0.0	778273.44	
sp|P25311|ZA2G_HUMAN	P25311	ZA2G_HUMAN	AZGP1	298	Homo sapiens	1:Experimental evidence at protein level	Zinc-alpha-2-glycoprotein	1.0	0.999	15	73	73	73	19	17	15	22	19	17	15	22	19	17	15	22	6.3074044E7	6.1561E7	7.2909792E7	8.1448224E7	2.7108346E7	2.8276402E7	2.8893096E7	3.3838468E7	
sp|P25398|RS12_HUMAN	P25398	RS12_HUMAN	RPS12	132	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS12	0.5985	0.9801	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	331432.38	95232.25	301725.6	276889.97	0.0	0.0	0.0	0.0	
sp|P25705|ATPA_HUMAN	P25705	ATPA_HUMAN	ATP5F1A	553	Homo sapiens	1:Experimental evidence at protein level	ATP synthase F(1) complex subunit alpha, mitochondrial	1.0	0.9941	2	4	4	4	2	0	0	2	2	0	0	2	2	0	0	2	1222322.8	299191.06	731471.4	1070749.8	835590.25	211274.6	521931.2	708712.94	
sp|P25774|CATS_HUMAN	P25774	CATS_HUMAN	CTSS	331	Homo sapiens	1:Experimental evidence at protein level	Cathepsin S	0.5818	0.9787	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	261132.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P26373|RL13_HUMAN	P26373	RL13_HUMAN	RPL13	211	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL13	1.0	0.9985	3	6	6	6	3	0	0	3	3	0	0	3	3	0	0	3	1697866.2	716689.1	1415992.8	1565769.0	589605.3	263243.4	589280.44	596134.75	
sp|P26599|PTBP1_HUMAN	P26599	PTBP1_HUMAN	PTBP1	557	Homo sapiens	1:Experimental evidence at protein level	Polypyrimidine tract-binding protein 1	0.7812	0.9916	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	420844.84	221447.94	449823.97	302304.12	0.0	0.0	0.0	0.0	
sp|P26641|EF1G_HUMAN	P26641	EF1G_HUMAN	EEF1G	437	Homo sapiens	1:Experimental evidence at protein level	Elongation factor 1-gamma	0.9996	0.9718	2	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	699262.5	247381.44	406411.72	671033.4	390439.0	137210.92	226880.06	369363.38	
sp|P26927|HGFL_HUMAN	P26927	HGFL_HUMAN	MST1	711	Homo sapiens	1:Experimental evidence at protein level	Hepatocyte growth factor-like protein	0.5302	0.9739	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	222361.89	283178.6	335056.1	287051.75	0.0	0.0	0.0	0.0	
sp|P26992|CNTFR_HUMAN	P26992	CNTFR_HUMAN	CNTFR	372	Homo sapiens	1:Experimental evidence at protein level	Ciliary neurotrophic factor receptor subunit alpha	1.0	0.9989	2	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	2369777.0	2804146.5	1622075.5	1893193.2	1395630.5	1473284.1	955678.44	1108183.0	
sp|P27169|PON1_HUMAN	P27169	PON1_HUMAN	PON1	355	Homo sapiens	1:Experimental evidence at protein level	Serum paraoxonase/arylesterase 1	1.0	0.999	10	33	28	33	7	9	9	8	6	7	8	7	7	9	9	8	7663736.0	6348718.5	1.006897E7	7307723.0	3206304.0	2505943.5	3655726.8	3195250.0	
sp|P27348|1433T_HUMAN	P27348	1433T_HUMAN	YWHAQ	245	Homo sapiens	1:Experimental evidence at protein level	14-3-3 protein theta	0.9155	0.9939	3	4	0	4	3	0	0	1	0	0	0	0	3	0	0	1	1567680.4	999766.56	1370616.5	1417195.1	966809.56	421440.25	600956.5	943116.7	sp|P31946|1433B_HUMAN, sp|P31947|1433S_HUMAN, sp|P61981|1433G_HUMAN, sp|Q04917|1433F_HUMAN
sp|P27797|CALR_HUMAN	P27797	CALR_HUMAN	CALR	417	Homo sapiens	1:Experimental evidence at protein level	Calreticulin	0.4955	0.9701	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	0.0	553620.5	687259.3	544699.6	0.0	0.0	0.0	0.0	
sp|P29401|TKT_HUMAN	P29401	TKT_HUMAN	TKT	623	Homo sapiens	1:Experimental evidence at protein level	Transketolase	0.8543	0.9949	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	527115.6	206769.47	333554.88	732853.4	0.0	0.0	0.0	0.0	
sp|P29622|KAIN_HUMAN	P29622	KAIN_HUMAN	SERPINA4	427	Homo sapiens	1:Experimental evidence at protein level	Kallistatin	1.0	0.999	16	48	48	48	11	12	10	15	11	12	10	15	11	12	10	15	4032156.0	4817359.5	7019780.0	5834484.0	1912005.4	1829655.1	2591920.2	2707297.8	
sp|P30086|PEBP1_HUMAN	P30086	PEBP1_HUMAN	PEBP1	187	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylethanolamine-binding protein 1	1.0	0.999	7	24	24	24	6	6	5	7	6	6	5	7	6	6	5	7	1.555823E7	1.2992864E7	1.6014964E7	1.3781433E7	8488270.0	7006973.0	7103987.5	6677938.5	
sp|P30101|PDIA3_HUMAN	P30101	PDIA3_HUMAN	PDIA3	505	Homo sapiens	1:Experimental evidence at protein level	Protein disulfide-isomerase A3	0.5754	0.9781	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	515177.25	283671.25	621577.3	610586.5	0.0	0.0	0.0	0.0	
sp|P30530|UFO_HUMAN	P30530	UFO_HUMAN	AXL	894	Homo sapiens	1:Experimental evidence at protein level	Tyrosine-protein kinase receptor UFO	0.4953	0.97	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	1076008.8	1079133.8	1506401.4	1402147.8	0.0	0.0	0.0	0.0	
sp|P32004|L1CAM_HUMAN	P32004	L1CAM_HUMAN	L1CAM	1257	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule L1	1.0	0.998	3	6	6	6	2	1	0	3	2	1	0	3	2	1	0	3	1162937.1	901964.5	545422.1	1208345.0	499601.12	709692.6	418584.38	437873.47	
sp|P32119|PRDX2_HUMAN	P32119	PRDX2_HUMAN	PRDX2	198	Homo sapiens	1:Experimental evidence at protein level	Peroxiredoxin-2	1.0	0.9989	6	5	5	9	1	1	1	2	1	1	1	2	2	2	2	3	2056885.8	942549.2	1471418.1	1821372.4	797617.94	368306.12	580685.2	728939.06	
sp|P34096|RNAS4_HUMAN	P34096	RNAS4_HUMAN	RNASE4	147	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease 4	0.9642	0.9989	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	941661.44	1923193.2	2189398.5	1607140.1	0.0	0.0	0.0	0.0	
sp|P35232|PHB1_HUMAN	P35232	PHB1_HUMAN	PHB1	272	Homo sapiens	1:Experimental evidence at protein level	Prohibitin 1	0.7354	0.9892	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	180521.95	0.0	0.0	233818.53	0.0	0.0	0.0	0.0	
