Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|A0A075B6K5|LV39_HUMAN	A0A075B6K5	LV39_HUMAN	IGLV3-9	115	false	false	Homo sapiens	Immunoglobulin lambda variable 3-9	1:Experimental evidence at protein level	13.91	0.9832	0.9990	0.00000000000000	1	0	1	1	0	1	7134776.0	0	7134776.0			sp|P80748|LV321_HUMAN
sp|Q8TCZ2|C99L2_HUMAN	Q8TCZ2	C99L2_HUMAN	CD99L2	262	false	false	Homo sapiens	CD99 antigen-like protein 2	1:Experimental evidence at protein level	4.96	0.9832	0.9990	0.00000000000000	1	1	1	1	1	1	2850065.0	2850065.0	2850065.0			
sp|P02655|APOC2_HUMAN	P02655	APOC2_HUMAN	APOC2	101	false	false	Homo sapiens	Apolipoprotein C-II	1:Experimental evidence at protein level	20.79	0.9830	0.9990	0.00000000000000	1	1	1	1	1	1	1191390.6	1191390.6	1191390.6			
sp|P04406|G3P_HUMAN	P04406	G3P_HUMAN	GAPDH	335	false	false	Homo sapiens	Glyceraldehyde-3-phosphate dehydrogenase	1:Experimental evidence at protein level	4.48	0.9830	0.9990	0.00000000000000	1	1	1	1	1	1	2426768.8	2426768.8	2426768.8			
sp|P01593|KVD33_HUMAN	P01593	KVD33_HUMAN	IGKV1D-33	117	false	false	Homo sapiens	Immunoglobulin kappa variable 1D-33	1:Experimental evidence at protein level	13.68	0.9829	0.9990	0.00000000000000	1	0	1	1	0	1	1724925.9	0	1724925.9			sp|P01594|KV133_HUMAN
sp|Q9NZ53|PDXL2_HUMAN	Q9NZ53	PDXL2_HUMAN	PODXL2	605	false	false	Homo sapiens	Podocalyxin-like protein 2	1:Experimental evidence at protein level	2.31	0.9828	0.9990	0.00000000000000	1	1	1	1	1	1	399656.66	399656.66	399656.66			
sp|A0A0C4DH72|KV106_HUMAN	A0A0C4DH72	KV106_HUMAN	IGKV1-6	117	false	false	Homo sapiens	Immunoglobulin kappa variable 1-6	1:Experimental evidence at protein level	10.26	0.9821	0.9989	0.00000000000000	1	0	1	1	0	1	1157483.0	0	1157483.0			sp|P01599|KV117_HUMAN
sp|Q6UXB8|PI16_HUMAN	Q6UXB8	PI16_HUMAN	PI16	463	false	false	Homo sapiens	Peptidase inhibitor 16	1:Experimental evidence at protein level	2.16	0.9817	0.9989	0.00000000000000	1	1	1	1	1	1	1612198.0	1612198.0	1612198.0			
sp|Q9NQX5|NPDC1_HUMAN	Q9NQX5	NPDC1_HUMAN	NPDC1	325	false	false	Homo sapiens	Neural proliferation differentiation and control protein 1	1:Experimental evidence at protein level	4.31	0.9799	0.9988	0.00000000000000	1	1	1	1	1	1	1633916.9	1633916.9	1633916.9			
sp|Q9BRK5|CAB45_HUMAN	Q9BRK5	CAB45_HUMAN	SDF4	362	false	false	Homo sapiens	45 kDa calcium-binding protein	1:Experimental evidence at protein level	3.31	0.9790	0.9987	0.00000000000000	1	1	1	1	1	1	1006680.75	1006680.75	1006680.75			
sp|P19320|VCAM1_HUMAN	P19320	VCAM1_HUMAN	VCAM1	739	false	false	Homo sapiens	Vascular cell adhesion protein 1	1:Experimental evidence at protein level	2.03	0.9781	0.9987	0.00000000000000	1	1	1	1	1	1	587444.06	587444.06	587444.06			
sp|P15259|PGAM2_HUMAN	P15259	PGAM2_HUMAN	PGAM2	253	false	false	Homo sapiens	Phosphoglycerate mutase 2	1:Experimental evidence at protein level	5.53	0.9760	0.9986	0.00000000000000	1	0	1	1	0	1	385189.0	0	385189.0			sp|P18669|PGAM1_HUMAN, sp|Q8N0Y7|PGAM4_HUMAN
sp|Q24JP5|T132A_HUMAN	Q24JP5	T132A_HUMAN	TMEM132A	1023	false	false	Homo sapiens	Transmembrane protein 132A	1:Experimental evidence at protein level	1.17	0.9727	0.9983	0.00000000000000	1	1	1	1	1	1	364255.12	364255.12	364255.12			
sp|Q14393|GAS6_HUMAN	Q14393	GAS6_HUMAN	GAS6	678	false	false	Homo sapiens	Growth arrest-specific protein 6	1:Experimental evidence at protein level	1.77	0.9721	0.9983	0.00000000000000	1	1	1	1	1	1	261549.19	261549.19	261549.19			
sp|P63104|1433Z_HUMAN	P63104	1433Z_HUMAN	YWHAZ	245	false	false	Homo sapiens	14-3-3 protein zeta/delta	1:Experimental evidence at protein level	5.71	0.9711	0.9983	0.00000000000000	1	1	1	1	1	1	508449.84	508449.84	508449.84			
sp|Q9UMF0|ICAM5_HUMAN	Q9UMF0	ICAM5_HUMAN	ICAM5	924	false	false	Homo sapiens	Intercellular adhesion molecule 5	1:Experimental evidence at protein level	1.41	0.9704	0.9982	0.00000000000000	1	1	1	1	1	1	317163.78	317163.78	317163.78			
sp|Q6MZW2|FSTL4_HUMAN	Q6MZW2	FSTL4_HUMAN	FSTL4	842	false	false	Homo sapiens	Follistatin-related protein 4	1:Experimental evidence at protein level	1.66	0.9676	0.9980	0.00000000000000	1	1	1	1	1	1	290935.22	290935.22	290935.22			
sp|P01344|IGF2_HUMAN	P01344	IGF2_HUMAN	IGF2	180	false	false	Homo sapiens	Insulin-like growth factor II	1:Experimental evidence at protein level	4.44	0.9630	0.9977	0.00000000000000	1	1	1	1	1	1	699905.2	699905.2	699905.2			
sp|Q06418|TYRO3_HUMAN	Q06418	TYRO3_HUMAN	TYRO3	890	false	false	Homo sapiens	Tyrosine-protein kinase receptor TYRO3	1:Experimental evidence at protein level	1.69	0.9610	0.9976	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|O60241|AGRB2_HUMAN	O60241	AGRB2_HUMAN	ADGRB2	1585	false	false	Homo sapiens	Adhesion G protein-coupled receptor B2	1:Experimental evidence at protein level	0.63	0.9595	0.9975	0.00000000000000	1	1	1	1	1	1	449086.16	449086.16	449086.16			
sp|Q9HAR2|AGRL3_HUMAN	Q9HAR2	AGRL3_HUMAN	ADGRL3	1447	false	false	Homo sapiens	Adhesion G protein-coupled receptor L3	1:Experimental evidence at protein level	0.76	0.9584	0.9975	0.00000000000000	1	1	1	1	1	1	314791.03	314791.03	314791.03			
sp|A6NLU5|VTM2B_HUMAN	A6NLU5	VTM2B_HUMAN	VSTM2B	285	false	false	Homo sapiens	V-set and transmembrane domain-containing protein 2B	1:Experimental evidence at protein level	4.91	0.9580	0.9974	0.00000000000000	1	1	1	1	1	1	1202311.6	1202311.6	1202311.6			
sp|P04085|PDGFA_HUMAN	P04085	PDGFA_HUMAN	PDGFA	211	false	false	Homo sapiens	Platelet-derived growth factor subunit A	1:Experimental evidence at protein level	8.53	0.9571	0.9974	0.00000000000000	1	1	1	1	1	1	596435.9	596435.9	596435.9			
sp|O15354|GPR37_HUMAN	O15354	GPR37_HUMAN	GPR37	613	false	false	Homo sapiens	Prosaposin receptor GPR37	1:Experimental evidence at protein level	3.43	0.9543	0.9972	0.00000000000000	1	1	1	1	1	1	694435.8	694435.8	694435.8			
sp|P23470|PTPRG_HUMAN	P23470	PTPRG_HUMAN	PTPRG	1445	false	false	Homo sapiens	Receptor-type tyrosine-protein phosphatase gamma	1:Experimental evidence at protein level	0.90	0.9519	0.9970	0.00000000000000	1	1	1	1	1	1	962170.9	962170.9	962170.9			
sp|P34096|RNAS4_HUMAN	P34096	RNAS4_HUMAN	RNASE4	147	false	false	Homo sapiens	Ribonuclease 4	1:Experimental evidence at protein level	8.84	0.9503	0.9969	0.00000000000000	1	1	1	1	1	1	1339649.5	1339649.5	1339649.5			
sp|P30530|UFO_HUMAN	P30530	UFO_HUMAN	AXL	894	false	false	Homo sapiens	Tyrosine-protein kinase receptor UFO	1:Experimental evidence at protein level	1.23	0.9356	0.9960	0.00000000000000	1	1	1	1	1	1	906941.25	906941.25	906941.25			
sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	219	false	false	Homo sapiens	Histone H1.4	1:Experimental evidence at protein level	5.02	0.9311	0.9957	0.00000000000000	1	0	1	1	0	1	747696.75	0	747696.75			sp|P16402|H13_HUMAN, sp|P16403|H12_HUMAN, sp|P22492|H1T_HUMAN, sp|Q02539|H11_HUMAN
sp|P22626|ROA2_HUMAN	P22626	ROA2_HUMAN	HNRNPA2B1	353	false	false	Homo sapiens	Heterogeneous nuclear ribonucleoproteins A2/B1	1:Experimental evidence at protein level	2.83	0.9286	0.9955	0.00000000000000	1	1	1	1	1	1	181480.55	181480.55	181480.55			
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	false	false	Homo sapiens	Trans-Golgi network integral membrane protein 2	1:Experimental evidence at protein level	3.20	0.9217	0.9950	0.00000000000000	1	1	1	1	1	1	516866.03	516866.03	516866.03			
sp|P20827|EFNA1_HUMAN	P20827	EFNA1_HUMAN	EFNA1	205	false	false	Homo sapiens	Ephrin-A1	1:Experimental evidence at protein level	3.90	0.9207	0.9950	0.00000000000000	1	1	1	1	1	1	250646.23	250646.23	250646.23			
sp|P01701|LV151_HUMAN	P01701	LV151_HUMAN	IGLV1-51	117	false	false	Homo sapiens	Immunoglobulin lambda variable 1-51	1:Experimental evidence at protein level	6.84	0.9135	0.9945	0.00000000000000	1	1	1	1	1	1	1268895.6	1268895.6	1268895.6			
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	false	false	Homo sapiens	Thioredoxin	1:Experimental evidence at protein level	8.57	0.9093	0.9942	0.00000000000000	1	1	1	1	1	1	297691.44	297691.44	297691.44			
sp|Q96ID5|IGS21_HUMAN	Q96ID5	IGS21_HUMAN	IGSF21	467	false	false	Homo sapiens	Immunoglobulin superfamily member 21	1:Experimental evidence at protein level	2.14	0.9023	0.9937	0.00000000000000	1	1	1	1	1	1	431137.4	431137.4	431137.4			
sp|Q9HCU4|CELR2_HUMAN	Q9HCU4	CELR2_HUMAN	CELSR2	2923	false	false	Homo sapiens	Cadherin EGF LAG seven-pass G-type receptor 2	1:Experimental evidence at protein level	0.44	0.9019	0.9936	0.00000000000000	1	1	1	1	1	1	262979.56	262979.56	262979.56			
sp|Q15782|CH3L2_HUMAN	Q15782	CH3L2_HUMAN	CHI3L2	390	false	false	Homo sapiens	Chitinase-3-like protein 2	1:Experimental evidence at protein level	2.82	0.8930	0.9930	0.00000000000000	1	1	1	1	1	1	237313.67	237313.67	237313.67			
sp|A0A0C4DH31|HV118_HUMAN	A0A0C4DH31	HV118_HUMAN	IGHV1-18	117	false	false	Homo sapiens	Immunoglobulin heavy variable 1-18	1:Experimental evidence at protein level	14.53	0.8753	0.9917	0.00000000000000	1	1	1	1	1	1	985401.94	985401.94	985401.94			
sp|P19338|NUCL_HUMAN	P19338	NUCL_HUMAN	NCL	710	false	false	Homo sapiens	Nucleolin	1:Experimental evidence at protein level	1.27	0.8688	0.9912	0.00000000000000	1	1	1	1	1	1	270330.75	270330.75	270330.75			
sp|Q9GZM5|YIPF3_HUMAN	Q9GZM5	YIPF3_HUMAN	YIPF3	350	false	false	Homo sapiens	Protein YIPF3	1:Experimental evidence at protein level	2.86	0.8669	0.9910	0.00000000000000	1	1	1	1	1	1	1133683.2	1133683.2	1133683.2			
sp|A0A075B6I9|LV746_HUMAN	A0A075B6I9	LV746_HUMAN	IGLV7-46	117	false	false	Homo sapiens	Immunoglobulin lambda variable 7-46	1:Experimental evidence at protein level	7.69	0.8573	0.9903	0.00000000000000	1	0	1	1	0	1	1424027.5	0	1424027.5			sp|P04211|LV743_HUMAN
sp|P49908|SEPP1_HUMAN	P49908	SEPP1_HUMAN	SELENOP	381	false	false	Homo sapiens	Selenoprotein P	1:Experimental evidence at protein level	2.62	0.8526	0.9899	0.00000000000000	1	1	1	1	1	1	744811.6	744811.6	744811.6			
sp|P55283|CADH4_HUMAN	P55283	CADH4_HUMAN	CDH4	916	false	false	Homo sapiens	Cadherin-4	1:Experimental evidence at protein level	1.20	0.8427	0.9891	0.00000000000000	1	1	1	1	1	1	331022.56	331022.56	331022.56			
sp|A0A075B6I0|LV861_HUMAN	A0A075B6I0	LV861_HUMAN	IGLV8-61	122	false	false	Homo sapiens	Immunoglobulin lambda variable 8-61	1:Experimental evidence at protein level	7.38	0.8414	0.9890	0.00000000000000	1	1	1	1	1	1	2443108.2	2443108.2	2443108.2			
sp|P51888|PRELP_HUMAN	P51888	PRELP_HUMAN	PRELP	382	false	false	Homo sapiens	Prolargin	1:Experimental evidence at protein level	3.40	0.8413	0.9890	0.00000000000000	1	1	1	1	1	1	195425.61	195425.61	195425.61			
sp|Q02817|MUC2_HUMAN	Q02817	MUC2_HUMAN	MUC2	5289	false	false	Homo sapiens	Mucin-2	1:Experimental evidence at protein level	0.17	0.8412	0.9890	0.00000000000000	1	1	1	1	1	1	2758149.5	2758149.5	2758149.5			
sp|O14791|APOL1_HUMAN	O14791	APOL1_HUMAN	APOL1	398	false	false	Homo sapiens	Apolipoprotein L1	1:Experimental evidence at protein level	3.77	0.8408	0.9890	0.00000000000000	1	1	1	1	1	1	323122.56	323122.56	323122.56			
sp|P21802|FGFR2_HUMAN	P21802	FGFR2_HUMAN	FGFR2	821	false	false	Homo sapiens	Fibroblast growth factor receptor 2	1:Experimental evidence at protein level	1.34	0.8365	0.9886	0.00000000000000	1	1	1	1	1	1	739845.3	739845.3	739845.3			
sp|P03952|KLKB1_HUMAN	P03952	KLKB1_HUMAN	KLKB1	638	false	false	Homo sapiens	Plasma kallikrein	1:Experimental evidence at protein level	2.19	0.8196	0.9872	0.00000000000000	1	1	1	1	1	1	361147.66	361147.66	361147.66			
sp|Q96PX8|SLIK1_HUMAN	Q96PX8	SLIK1_HUMAN	SLITRK1	696	false	false	Homo sapiens	SLIT and NTRK-like protein 1	1:Experimental evidence at protein level	1.72	0.8173	0.9870	0.00000000000000	1	1	1	1	1	1	874992.0	874992.0	874992.0			
sp|P06703|S10A6_HUMAN	P06703	S10A6_HUMAN	S100A6	90	false	false	Homo sapiens	Protein S100-A6	1:Experimental evidence at protein level	8.89	0.7990	0.9854	0.00000000000000	1	1	1	1	1	1	655668.25	655668.25	655668.25			
sp|P06748|NPM_HUMAN	P06748	NPM_HUMAN	NPM1	294	false	false	Homo sapiens	Nucleophosmin	1:Experimental evidence at protein level	3.06	0.7956	0.9851	0.00000000000000	1	1	1	1	1	1	727863.0	727863.0	727863.0			
sp|Q86UN3|R4RL2_HUMAN	Q86UN3	R4RL2_HUMAN	RTN4RL2	420	false	false	Homo sapiens	Reticulon-4 receptor-like 2	1:Experimental evidence at protein level	2.14	0.7933	0.9849	0.00000000000000	1	1	1	1	1	1	483561.5	483561.5	483561.5			
sp|P19835|CEL_HUMAN	P19835	CEL_HUMAN	CEL	753	false	false	Homo sapiens	Bile salt-activated lipase	1:Experimental evidence at protein level	1.59	0.7867	0.9843	0.00000000000000	1	1	1	1	1	1	432775.88	432775.88	432775.88			
sp|P01597|KV139_HUMAN	P01597	KV139_HUMAN	IGKV1-39	117	false	false	Homo sapiens	Immunoglobulin kappa variable 1-39	1:Experimental evidence at protein level	15.38	0.7861	0.9842	0.00000000000000	1	0	1	1	0	1	853226.56	0	853226.56			sp|P04432|KVD39_HUMAN
sp|Q9UKF2|ADA30_HUMAN	Q9UKF2	ADA30_HUMAN	ADAM30	790	false	false	Homo sapiens	Disintegrin and metalloproteinase domain-containing protein 30	1:Experimental evidence at protein level	2.78	0.7838	0.9840	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|Q6ZSJ9|SHSA6_HUMAN	Q6ZSJ9	SHSA6_HUMAN	SHISA6	500	false	false	Homo sapiens	Protein shisa-6	1:Experimental evidence at protein level	2.40	0.7660	0.9823	0.00000000000000	1	1	1	1	1	1	667868.06	667868.06	667868.06			
sp|Q9UBX5|FBLN5_HUMAN	Q9UBX5	FBLN5_HUMAN	FBLN5	448	false	false	Homo sapiens	Fibulin-5	1:Experimental evidence at protein level	2.01	0.7554	0.9813	0.00000000000000	1	1	1	1	1	1	1003383.9	1003383.9	1003383.9			
sp|P35858|ALS_HUMAN	P35858	ALS_HUMAN	IGFALS	605	false	false	Homo sapiens	Insulin-like growth factor-binding protein complex acid labile subunit	1:Experimental evidence at protein level	2.31	0.7487	0.9806	0.00000000000000	1	1	1	1	1	1	334556.62	334556.62	334556.62			
sp|O43405|COCH_HUMAN	O43405	COCH_HUMAN	COCH	550	false	false	Homo sapiens	Cochlin	1:Experimental evidence at protein level	2.00	0.7394	0.9797	0.00000000000000	1	1	1	1	1	1	888955.56	888955.56	888955.56			
sp|P23528|COF1_HUMAN	P23528	COF1_HUMAN	CFL1	166	false	false	Homo sapiens	Cofilin-1	1:Experimental evidence at protein level	6.63	0.7221	0.9779	0.00000000000000	1	0	1	1	0	1	499134.22	0	499134.22			sp|Q9Y281|COF2_HUMAN
sp|Q6NW40|RGMB_HUMAN	Q6NW40	RGMB_HUMAN	RGMB	437	false	false	Homo sapiens	Repulsive guidance molecule B	1:Experimental evidence at protein level	1.60	0.7168	0.9773	0.00000000000000	1	1	1	1	1	1	274894.47	274894.47	274894.47			
sp|P13639|EF2_HUMAN	P13639	EF2_HUMAN	EEF2	858	false	false	Homo sapiens	Elongation factor 2	1:Experimental evidence at protein level	1.17	0.7122	0.9768	0.00000000000000	1	1	1	1	1	1	339921.7	339921.7	339921.7			
sp|P01303|NPY_HUMAN	P01303	NPY_HUMAN	NPY	97	false	false	Homo sapiens	Pro-neuropeptide Y	1:Experimental evidence at protein level	13.40	0.7120	0.9767	0.00000000000000	1	1	1	1	1	1	375900.66	375900.66	375900.66			
sp|P01602|KV105_HUMAN	P01602	KV105_HUMAN	IGKV1-5	117	false	false	Homo sapiens	Immunoglobulin kappa variable 1-5	1:Experimental evidence at protein level	9.40	0.6864	0.9738	0.00000000000000	1	1	1	1	1	1	1820180.6	1820180.6	1820180.6			
sp|P13987|CD59_HUMAN	P13987	CD59_HUMAN	CD59	128	false	false	Homo sapiens	CD59 glycoprotein	1:Experimental evidence at protein level	6.25	0.6830	0.9734	0.00000000000000	1	1	1	1	1	1	919973.4	919973.4	919973.4			
sp|Q9NRN5|OLFL3_HUMAN	Q9NRN5	OLFL3_HUMAN	OLFML3	406	false	false	Homo sapiens	Olfactomedin-like protein 3	1:Experimental evidence at protein level	1.97	0.6819	0.9733	0.00000000000000	1	1	1	1	1	1	310765.72	310765.72	310765.72			
sp|Q99574|NEUS_HUMAN	Q99574	NEUS_HUMAN	SERPINI1	410	false	false	Homo sapiens	Neuroserpin	1:Experimental evidence at protein level	2.44	0.6635	0.9710	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|P13611|CSPG2_HUMAN	P13611	CSPG2_HUMAN	VCAN	3396	false	false	Homo sapiens	Versican core protein	1:Experimental evidence at protein level	0.56	0.6304	0.9666	0.00000000000000	1	1	1	1	1	1	768419.56	768419.56	768419.56			
sp|P11279|LAMP1_HUMAN	P11279	LAMP1_HUMAN	LAMP1	417	false	false	Homo sapiens	Lysosome-associated membrane glycoprotein 1	1:Experimental evidence at protein level	1.92	0.6073	0.9633	0.00000000000000	1	1	1	1	1	1	358763.6	358763.6	358763.6			
sp|P61604|CH10_HUMAN	P61604	CH10_HUMAN	HSPE1	102	false	false	Homo sapiens	10 kDa heat shock protein, mitochondrial	1:Experimental evidence at protein level	9.80	0.5785	0.9589	0.00273972602740	1	1	1	1	1	1	266801.6	266801.6	266801.6			
sp|P15151|PVR_HUMAN	P15151	PVR_HUMAN	PVR	417	false	false	Homo sapiens	Poliovirus receptor	1:Experimental evidence at protein level	5.28	0.5494	0.9539	0.00273972602740	1	1	1	1	1	1	250878.16	250878.16	250878.16			
sp|P45877|PPIC_HUMAN	P45877	PPIC_HUMAN	PPIC	212	false	false	Homo sapiens	Peptidyl-prolyl cis-trans isomerase C	1:Experimental evidence at protein level	3.77	0.5428	0.9528	0.00273972602740	1	1	1	1	1	1	278484.8	278484.8	278484.8			
sp|Q9Y2D5|PLAK2_HUMAN	Q9Y2D5	PLAK2_HUMAN	PALM2AKAP2	1103	false	false	Homo sapiens	PALM2-AKAP2 fusion protein	1:Experimental evidence at protein level	1.36	0.5401	0.9523	0.00544959128065	1	1	1	1	1	1	2964672.8	2964672.8	2964672.8			
sp|P01704|LV214_HUMAN	P01704	LV214_HUMAN	IGLV2-14	120	false	false	Homo sapiens	Immunoglobulin lambda variable 2-14	1:Experimental evidence at protein level	13.33	0.5391	0.9521	0.00544959128065	1	1	1	1	1	1	932745.25	932745.25	932745.25			
sp|P52799|EFNB2_HUMAN	P52799	EFNB2_HUMAN	EFNB2	333	false	false	Homo sapiens	Ephrin-B2	1:Experimental evidence at protein level	4.50	0.5273	0.9499	0.00795755968170	1	1	1	1	1	1	673846.56	673846.56	673846.56			
sp|A0A0A0MT89|KJ01_HUMAN	A0A0A0MT89	KJ01_HUMAN	IGKJ1	12	false	false	Homo sapiens	Immunoglobulin kappa joining 1	4:Protein predicted	66.67	0.5235	0.9491	0.00795755968170	1	1	1	1	1	1	374115.28	374115.28	374115.28			
sp|Q99983|OMD_HUMAN	Q99983	OMD_HUMAN	OMD	421	false	false	Homo sapiens	Osteomodulin	1:Experimental evidence at protein level	5.46	0.5119	0.9469	0.00795755968170	1	1	1	1	1	1	633671.25	633671.25	633671.25			
sp|O15031|PLXB2_HUMAN	O15031	PLXB2_HUMAN	PLXNB2	1838	false	false	Homo sapiens	Plexin-B2	1:Experimental evidence at protein level	0.76	0.5007	0.9446	0.00795755968170	1	1	1	1	1	1	426289.75	426289.75	426289.75			
sp|P0C7U1|ASA2B_HUMAN	P0C7U1	ASA2B_HUMAN	ASAH2B	165	false	false	Homo sapiens	Putative inactive neutral ceramidase B	2:Experimental evidence at transcript level	17.58	0.4845	0.9411	0.00795755968170	1	0	1	1	0	1	3982362.8	0	3982362.8			sp|Q9NR71|ASAH2_HUMAN
sp|P04430|KV116_HUMAN	P04430	KV116_HUMAN	IGKV1-16	117	false	false	Homo sapiens	Immunoglobulin kappa variable 1-16	1:Experimental evidence at protein level	15.38	0.4771	0.9394	0.00795755968170	1	1	1	1	1	1	0	0	0			
sp|Q14376|GALE_HUMAN	Q14376	GALE_HUMAN	GALE	348	false	false	Homo sapiens	UDP-glucose 4-epimerase	1:Experimental evidence at protein level	2.30	0.4771	0.9394	0.00795755968170	1	1	1	1	1	1	678993.25	678993.25	678993.25			
sp|P47972|NPTX2_HUMAN	P47972	NPTX2_HUMAN	NPTX2	431	false	false	Homo sapiens	Neuronal pentraxin-2	1:Experimental evidence at protein level	2.55	0.4724	0.9383	0.00795755968170	1	1	1	1	1	1	305464.0	305464.0	305464.0			
sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	false	false	Homo sapiens	Superoxide dismutase [Cu-Zn]	1:Experimental evidence at protein level	4.55	0.4625	0.9360	0.00795755968170	1	1	1	1	1	1	5593285.0	5593285.0	5593285.0			
sp|A0A075B6Q5|HV364_HUMAN	A0A075B6Q5	HV364_HUMAN	IGHV3-64	118	false	false	Homo sapiens	Immunoglobulin heavy variable 3-64	1:Experimental evidence at protein level	5.93	0.0000	0.9373	0.00795755968170	1	0	1	1	0	1	1974441.9	0	1974441.9			sp|A0A0B4J1V0|HV315_HUMAN, sp|A0A0B4J1V6|HV373_HUMAN, sp|A0A0B4J1Y9|HV372_HUMAN, sp|A0A0J9YX35|HV64D_HUMAN, sp|P0DTE1|HV383_HUMAN
sp|A0M8Q6|IGLC7_HUMAN	A0M8Q6	IGLC7_HUMAN	IGLC7	106	false	false	Homo sapiens	Immunoglobulin lambda constant 7	1:Experimental evidence at protein level	32.08	0.0000	0.9990	0.00000000000000	2	0	1	2	0	1	2.85624E8	0	2.51748544E8			sp|P0CF74|IGLC6_HUMAN
