Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_10_10 Spectral Count	control_1_1 Spectral Count	control_2_2 Spectral Count	control_3_3 Spectral Count	control_4_4 Spectral Count	control_5_5 Spectral Count	control_6_6 Spectral Count	control_7_7 Spectral Count	control_8_8 Spectral Count	control_9_9 Spectral Count	control_10_10 Unique Spectral Count	control_1_1 Unique Spectral Count	control_2_2 Unique Spectral Count	control_3_3 Unique Spectral Count	control_4_4 Unique Spectral Count	control_5_5 Unique Spectral Count	control_6_6 Unique Spectral Count	control_7_7 Unique Spectral Count	control_8_8 Unique Spectral Count	control_9_9 Unique Spectral Count	control_10_10 Total Spectral Count	control_1_1 Total Spectral Count	control_2_2 Total Spectral Count	control_3_3 Total Spectral Count	control_4_4 Total Spectral Count	control_5_5 Total Spectral Count	control_6_6 Total Spectral Count	control_7_7 Total Spectral Count	control_8_8 Total Spectral Count	control_9_9 Total Spectral Count	control_10_10 Intensity	control_1_1 Intensity	control_2_2 Intensity	control_3_3 Intensity	control_4_4 Intensity	control_5_5 Intensity	control_6_6 Intensity	control_7_7 Intensity	control_8_8 Intensity	control_9_9 Intensity	control_10_10 MaxLFQ Intensity	control_1_1 MaxLFQ Intensity	control_2_2 MaxLFQ Intensity	control_3_3 MaxLFQ Intensity	control_4_4 MaxLFQ Intensity	control_5_5 MaxLFQ Intensity	control_6_6 MaxLFQ Intensity	control_7_7 MaxLFQ Intensity	control_8_8 MaxLFQ Intensity	control_9_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q01469|FABP5_HUMAN	Q01469	FABP5_HUMAN	FABP5	135	Homo sapiens	1:Experimental evidence at protein level	Fatty acid-binding protein 5	0.8253	0.9961	1	3	3	3	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	697255.7	528289.06	256367.97	320086.7	366503.72	749479.9	464245.22	0.0	495016.34	465042.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q01995|TAGL_HUMAN	Q01995	TAGL_HUMAN	TAGLN	201	Homo sapiens	1:Experimental evidence at protein level	Transgelin	1.0	0.999	5	8	8	8	0	2	0	5	0	0	0	0	0	1	0	2	0	5	0	0	0	0	0	1	0	2	0	5	0	0	0	0	0	1	458347.75	1450387.0	186605.52	1984726.9	628605.1	517120.94	662825.06	295643.5	102254.89	1326329.1	268127.53	714596.5	117337.21	945833.3	383678.16	290559.66	276156.62	463802.38	0.0	661107.6	
sp|Q02246|CNTN2_HUMAN	Q02246	CNTN2_HUMAN	CNTN2	1040	Homo sapiens	1:Experimental evidence at protein level	Contactin-2	1.0	0.999	24	103	103	103	7	11	13	18	12	10	13	4	2	13	7	11	13	18	12	10	13	4	2	13	7	11	13	18	12	10	13	4	2	13	6240425.0	4332637.5	5329349.5	4700365.0	4498092.0	4866477.0	5313331.0	2718762.5	3304931.2	3858629.0	2177320.8	2340698.0	2398300.5	2552254.5	2394585.5	2068542.2	2685084.8	1753965.9	1747715.6	1895537.6	
sp|Q02818|NUCB1_HUMAN	Q02818	NUCB1_HUMAN	NUCB1	461	Homo sapiens	1:Experimental evidence at protein level	Nucleobindin-1	1.0	0.999	5	17	17	17	2	3	1	3	0	4	2	1	0	1	2	3	1	3	0	4	2	1	0	1	2	3	1	3	0	4	2	1	0	1	1864053.0	2220253.5	1778134.5	1443882.2	1573330.5	1391132.0	1590578.5	1792387.8	988561.56	1549461.2	2376443.2	2794466.2	2173429.2	1757741.9	2122184.2	1863632.8	2150762.5	1984345.1	2194420.0	2003537.5	
sp|Q02878|RL6_HUMAN	Q02878	RL6_HUMAN	RPL6	288	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL6	0.9992	0.9708	2	5	5	5	2	0	0	1	0	2	0	0	0	0	2	0	0	1	0	2	0	0	0	0	2	0	0	1	0	2	0	0	0	0	420525.2	273228.25	0.0	461545.34	0.0	505295.7	0.0	0.0	521591.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q03591|FHR1_HUMAN	Q03591	FHR1_HUMAN	CFHR1	330	Homo sapiens	1:Experimental evidence at protein level	Complement factor H-related protein 1	0.9996	0.9983	3	3	0	28	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	3	2	3	3	3	2	3	1461715.0	857862.94	782287.94	901380.75	1379127.8	1072212.2	808658.25	1497616.0	1599256.1	1182297.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q06418|TYRO3_HUMAN	Q06418	TYRO3_HUMAN	TYRO3	890	Homo sapiens	1:Experimental evidence at protein level	Tyrosine-protein kinase receptor TYRO3	0.914	0.9982	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q06481|APLP2_HUMAN	Q06481	APLP2_HUMAN	APLP2	763	Homo sapiens	1:Experimental evidence at protein level	Amyloid beta precursor like protein 2	1.0	0.9989	11	47	47	67	3	4	9	7	5	5	7	2	2	3	3	4	9	7	5	5	7	2	2	3	5	6	11	9	7	7	9	4	4	5	6913343.0	6086205.0	9357610.0	1.3496316E7	1.2636892E7	1.3616829E7	1.2252707E7	6731740.0	5102847.0	9584168.0	2733000.0	3910530.5	4635735.5	5388300.0	5836940.0	4520518.0	4757297.0	3126724.8	2414119.0	4084834.8	
sp|Q06828|FMOD_HUMAN	Q06828	FMOD_HUMAN	FMOD	376	Homo sapiens	1:Experimental evidence at protein level	Fibromodulin	1.0	0.9984	2	11	11	11	1	2	2	1	1	1	1	1	0	1	1	2	2	1	1	1	1	1	0	1	1	2	2	1	1	1	1	1	0	1	1258756.4	1548271.0	2085918.8	958806.25	2177677.0	1816015.8	1829429.9	1475681.4	2106710.5	2975701.0	0.0	1006622.06	1331873.5	0.0	1220777.5	1208387.4	0.0	0.0	1401674.6	1677615.9	
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	Homo sapiens	1:Experimental evidence at protein level	Peroxiredoxin-1	1.0	0.9984	7	53	34	53	7	3	6	7	6	6	5	4	3	6	5	2	4	5	4	4	3	2	1	4	7	3	6	7	6	6	5	4	3	6	7238041.0	3622556.5	2893693.2	6115410.5	3217364.5	9947738.0	3330977.5	3531984.8	4596666.0	3086127.5	3022031.2	1610830.9	1308628.1	2799848.0	1605714.5	4011894.5	1681605.2	2027807.1	2429029.0	1517053.2	
sp|Q07020|RL18_HUMAN	Q07020	RL18_HUMAN	RPL18	188	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL18	1.0	0.9986	2	4	4	4	1	0	0	1	0	2	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	1	0	2	0	0	0	0	545219.25	479014.2	297562.44	603708.7	540245.1	594753.9	413920.78	603175.8	787309.8	307857.56	527597.1	0.0	0.0	0.0	0.0	614619.1	0.0	0.0	0.0	0.0	
sp|Q07666|KHDR1_HUMAN	Q07666	KHDR1_HUMAN	KHDRBS1	443	Homo sapiens	1:Experimental evidence at protein level	KH domain-containing, RNA-binding, signal transduction-associated protein 1	0.4573	0.9783	1	2	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	473135.9	200978.14	118017.21	371695.12	0.0	513512.62	201773.8	440985.8	0.0	238017.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q07955|SRSF1_HUMAN	Q07955	SRSF1_HUMAN	SRSF1	248	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 1	0.6461	0.9899	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	423562.8	0.0	0.0	184306.22	0.0	336356.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q08174|PCDH1_HUMAN	Q08174	PCDH1_HUMAN	PCDH1	1060	Homo sapiens	1:Experimental evidence at protein level	Protocadherin-1	0.9987	0.9885	2	2	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.0	423568.7	559388.6	380614.1	0.0	411962.1	420249.53	0.0	0.0	222892.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q08380|LG3BP_HUMAN	Q08380	LG3BP_HUMAN	LGALS3BP	585	Homo sapiens	1:Experimental evidence at protein level	Galectin-3-binding protein	1.0	0.999	11	78	78	78	8	8	8	6	5	7	9	7	10	10	8	8	8	6	5	7	9	7	10	10	8	8	8	6	5	7	9	7	10	10	1.3276046E7	2.0542466E7	1.672729E7	7031784.0	1.3061422E7	1.6321948E7	2.0319516E7	1.3649142E7	1.9076928E7	1.2623638E7	6549689.0	7074838.5	6137879.5	2966287.5	5504631.0	5918322.5	8087953.0	5827712.5	6360806.0	5740648.5	
sp|Q08629|TICN1_HUMAN	Q08629	TICN1_HUMAN	SPOCK1	439	Homo sapiens	1:Experimental evidence at protein level	Testican-1	1.0	0.9954	4	11	11	11	0	2	3	2	1	0	1	0	0	2	0	2	3	2	1	0	1	0	0	2	0	2	3	2	1	0	1	0	0	2	1152861.2	1975903.2	1445823.9	1639077.8	1883810.4	1692436.9	1584943.0	1668374.5	1028683.56	1349504.8	645329.4	818294.5	631195.0	638347.44	853222.06	772491.7	666673.75	722997.94	463016.56	629152.4	
sp|Q12805|FBLN3_HUMAN	Q12805	FBLN3_HUMAN	EFEMP1	493	Homo sapiens	1:Experimental evidence at protein level	EGF-containing fibulin-like extracellular matrix protein 1	1.0	0.999	8	68	68	68	6	7	8	9	7	7	8	4	5	7	6	7	8	9	7	7	8	4	5	7	6	7	8	9	7	7	8	4	5	7	1.4577898E7	2.7628096E7	2.2709422E7	1.8285332E7	2.0713816E7	2.021985E7	2.9678938E7	1.6113123E7	1.8747484E7	1.8802984E7	7673418.0	8809746.0	7628025.5	7462557.5	8596206.0	8194431.5	1.1385239E7	6959371.0	6000475.5	8492470.0	
sp|Q12841|FSTL1_HUMAN	Q12841	FSTL1_HUMAN	FSTL1	308	Homo sapiens	1:Experimental evidence at protein level	Follistatin-related protein 1	1.0	0.9979	3	17	17	17	2	2	2	1	1	3	2	1	1	2	2	2	2	1	1	3	2	1	1	2	2	2	2	1	1	3	2	1	1	2	2176038.5	1808801.2	2157644.2	1862351.2	2480636.2	2153631.5	3093728.0	3079931.5	1891532.0	3207803.5	855067.1	1016153.44	850447.8	717163.4	968408.7	852370.8	1192476.2	1176142.9	687623.94	1263303.2	
sp|Q12860|CNTN1_HUMAN	Q12860	CNTN1_HUMAN	CNTN1	1018	Homo sapiens	1:Experimental evidence at protein level	Contactin-1	1.0	0.999	40	310	310	310	27	40	41	36	29	29	33	21	19	35	27	40	41	36	29	29	33	21	19	35	27	40	41	36	29	29	33	21	19	35	1.3992221E7	3.1529824E7	3.293247E7	2.6483086E7	2.0791288E7	2.5105756E7	2.3960822E7	1.5965944E7	2.1770166E7	1.8697592E7	7020924.5	9216112.0	1.1279072E7	1.1474491E7	8941004.0	9562915.0	1.007278E7	7508287.5	8075878.0	8934853.0	
sp|Q12905|ILF2_HUMAN	Q12905	ILF2_HUMAN	ILF2	390	Homo sapiens	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 2	0.7066	0.9923	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	459188.6	0.0	0.0	172005.05	0.0	440784.6	0.0	71650.086	157904.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q12907|LMAN2_HUMAN	Q12907	LMAN2_HUMAN	LMAN2	356	Homo sapiens	1:Experimental evidence at protein level	Vesicular integral-membrane protein VIP36	1.0	0.999	9	47	47	47	4	6	7	8	3	6	5	2	3	3	4	6	7	8	3	6	5	2	3	3	4	6	7	8	3	6	5	2	3	3	3357676.5	7659798.0	6389494.5	7225317.5	4331876.0	5455849.5	4860598.5	4092369.0	5248150.0	4188015.5	1547963.5	3015638.5	2649801.8	2957239.8	1877749.9	2011392.2	2316316.5	1805175.2	2296556.5	2024060.8	
sp|Q13228|SBP1_HUMAN	Q13228	SBP1_HUMAN	SELENBP1	472	Homo sapiens	1:Experimental evidence at protein level	Methanethiol oxidase	1.0	0.9983	7	30	30	30	2	5	5	7	2	4	2	0	0	3	2	5	5	7	2	4	2	0	0	3	2	5	5	7	2	4	2	0	0	3	2028627.0	2346524.2	2287816.5	1915109.4	2007088.0	2435210.0	1762161.1	1638132.6	1839269.9	1654115.0	826363.75	1012233.3	974384.06	785680.6	765717.8	898973.56	760354.4	733252.4	791736.0	735196.5	
sp|Q13231|CHIT1_HUMAN	Q13231	CHIT1_HUMAN	CHIT1	466	Homo sapiens	1:Experimental evidence at protein level	Chitotriosidase-1	0.9994	0.9833	2	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0.0	242353.44	0.0	0.0	639841.6	0.0	0.0	0.0	2401925.5	123284.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13332|PTPRS_HUMAN	Q13332	PTPRS_HUMAN	PTPRS	1948	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase S	1.0	0.999	6	17	17	17	2	2	2	3	1	4	3	0	0	0	2	2	2	3	1	4	3	0	0	0	2	2	2	3	1	4	3	0	0	0	2671889.0	6656593.0	4272960.0	4762088.5	2477812.5	4774005.0	4163559.5	2898466.5	3107965.5	2860833.5	1250087.8	2864984.5	1680799.5	2059443.6	1533452.1	2303289.5	1851022.6	1450511.8	1821561.8	1343728.4	
sp|Q13449|LSAMP_HUMAN	Q13449	LSAMP_HUMAN	LSAMP	338	Homo sapiens	1:Experimental evidence at protein level	Limbic system-associated membrane protein	1.0	0.999	8	57	57	57	2	6	8	8	6	8	7	4	2	6	2	6	8	8	6	8	7	4	2	6	2	6	8	8	6	8	7	4	2	6	1.101824E7	2.0660816E7	2.2141454E7	2.3575558E7	1.7645196E7	2.1843544E7	1.8732438E7	1.0468482E7	1.4151735E7	1.5952753E7	5778626.5	7391110.5	1.0029506E7	1.2554575E7	9307976.0	9523520.0	9392998.0	5735264.0	5549693.0	8522634.0	
sp|Q13508|NAR3_HUMAN	Q13508	NAR3_HUMAN	ART3	389	Homo sapiens	1:Experimental evidence at protein level	Ecto-ADP-ribosyltransferase 3	1.0	0.9986	4	16	16	16	1	3	3	3	2	0	1	0	0	3	1	3	3	3	2	0	1	0	0	3	1	3	3	3	2	0	1	0	0	3	1837142.6	2558889.0	3279614.2	2913599.2	3018234.5	2338018.5	2968664.5	1908860.6	704439.8	2666426.8	664126.75	962650.06	1217245.5	1179405.5	1157607.8	958208.1	1160423.6	780493.1	0.0	1022240.6	
sp|Q13740|CD166_HUMAN	Q13740	CD166_HUMAN	ALCAM	583	Homo sapiens	1:Experimental evidence at protein level	CD166 antigen	1.0	0.9988	10	46	46	46	3	5	5	8	4	6	4	4	2	5	3	5	5	8	4	6	4	4	2	5	3	5	5	8	4	6	4	4	2	5	3527318.0	4514251.0	4933353.5	5197895.5	4752345.5	4417491.5	4996654.0	3846489.0	3933490.8	3512490.5	1718540.5	2024791.2	2075269.9	2247015.8	2100882.8	2375867.0	2085755.6	1808694.5	1754488.2	1919807.8	
sp|Q13822|ENPP2_HUMAN	Q13822	ENPP2_HUMAN	ENPP2	863	Homo sapiens	1:Experimental evidence at protein level	Autotaxin	1.0	0.999	19	190	190	190	20	22	19	19	19	17	20	17	16	21	20	22	19	19	19	17	20	17	16	21	20	22	19	19	19	17	20	17	16	21	3.1738136E7	4.8166068E7	3.8269532E7	2.1765902E7	4.3543628E7	3.1622272E7	5.9669488E7	3.6872284E7	3.9158496E7	3.157549E7	1.7040354E7	1.9226562E7	1.7712836E7	9616710.0	2.020171E7	1.4785067E7	2.3926846E7	1.6190626E7	1.5797058E7	1.5431743E7	
sp|Q14019|COTL1_HUMAN	Q14019	COTL1_HUMAN	COTL1	142	Homo sapiens	1:Experimental evidence at protein level	Coactosin-like protein	0.9997	0.9809	2	5	5	5	1	0	0	2	1	1	0	0	0	0	1	0	0	2	1	1	0	0	0	0	1	0	0	2	1	1	0	0	0	0	867510.9	644889.25	373592.62	712882.5	868691.5	826777.3	375185.62	935217.9	398630.94	0.0	626152.7	479366.03	0.0	502845.6	620353.94	592433.25	147584.67	656440.5	0.0	0.0	
sp|Q14112|NID2_HUMAN	Q14112	NID2_HUMAN	NID2	1375	Homo sapiens	1:Experimental evidence at protein level	Nidogen-2	1.0	0.9942	2	2	2	2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0	1013744.0	902409.6	767339.7	1243615.5	342761.84	1004719.6	1109680.5	1045505.0	882103.9	0.0	558122.56	491995.16	421176.84	673412.9	0.0	554155.1	606927.2	575895.94	485594.4	
sp|Q14118|DAG1_HUMAN	Q14118	DAG1_HUMAN	DAG1	895	Homo sapiens	1:Experimental evidence at protein level	Dystroglycan 1	1.0	0.999	8	74	74	74	5	12	8	10	5	9	7	4	6	8	5	12	8	10	5	9	7	4	6	8	5	12	8	10	5	9	7	4	6	8	8885912.0	1.1502267E7	1.1368973E7	1.2561372E7	1.1593524E7	1.0162532E7	1.1282355E7	7901852.5	9505271.0	1.0374307E7	3814588.5	4823335.5	4363846.0	4941770.0	4278884.5	4291766.5	4409184.0	3530973.0	3838495.8	4046032.2	
sp|Q14393|GAS6_HUMAN	Q14393	GAS6_HUMAN	GAS6	678	Homo sapiens	1:Experimental evidence at protein level	Growth arrest-specific protein 6	0.8749	0.9973	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	523392.72	0.0	270026.47	0.0	468918.06	0.0	0.0	0.0	418858.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14515|SPRL1_HUMAN	Q14515	SPRL1_HUMAN	SPARCL1	664	Homo sapiens	1:Experimental evidence at protein level	SPARC-like protein 1	1.0	0.999	23	158	158	158	8	9	26	28	17	14	15	17	4	20	8	9	26	28	17	14	15	17	4	20	8	9	26	28	17	14	15	17	4	20	8663989.0	1.4826728E7	3.9632496E7	5.3924424E7	3.8924256E7	2.0492024E7	2.5671688E7	2.8882676E7	9119656.0	2.607287E7	4946131.5	7642867.0	2.0106934E7	2.2181442E7	1.9548596E7	7695735.0	1.2436318E7	1.8601614E7	4896286.5	1.3396283E7	
sp|Q14520|HABP2_HUMAN	Q14520	HABP2_HUMAN	HABP2	560	Homo sapiens	1:Experimental evidence at protein level	Factor VII-activating protease	0.9981	0.993	1	3	3	3	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1046968.75	0.0	668967.0	508954.38	824972.3	601206.2	0.0	768329.94	520486.44	751352.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14624|ITIH4_HUMAN	Q14624	ITIH4_HUMAN	ITIH4	930	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H4	1.0	0.999	29	199	199	199	27	21	16	19	20	19	16	19	22	20	27	21	16	19	20	19	16	19	22	20	27	21	16	19	20	19	16	19	22	20	2.050711E7	9329924.0	1.1287963E7	1.3062043E7	1.736181E7	2.2664372E7	1.5646316E7	1.73527E7	1.8582944E7	1.8271802E7	1.2615445E7	5817333.5	5022279.5	5261372.0	7605843.0	8486729.0	4895423.5	9386778.0	1.3901528E7	8201199.0	
sp|Q14982|OPCM_HUMAN	Q14982	OPCM_HUMAN	OPCML	345	Homo sapiens	1:Experimental evidence at protein level	Opioid-binding protein/cell adhesion molecule	1.0	0.999	9	49	24	49	1	4	5	8	6	8	5	3	3	6	0	2	2	4	3	5	2	2	1	3	1	4	5	8	6	8	5	3	3	6	7885367.0	1.0795409E7	1.2821074E7	1.864343E7	1.2151936E7	1.7186926E7	1.1610168E7	6571604.0	7301808.0	1.0874465E7	3324453.5	4918908.0	6258894.0	8133472.5	6003753.5	7135949.5	5805051.5	3474070.2	3714658.8	5251038.0	
sp|Q15113|PCOC1_HUMAN	Q15113	PCOC1_HUMAN	PCOLCE	449	Homo sapiens	1:Experimental evidence at protein level	Procollagen C-endopeptidase enhancer 1	1.0	0.999	9	39	39	39	4	4	4	4	4	5	3	4	3	4	4	4	4	4	4	5	3	4	3	4	4	4	4	4	4	5	3	4	3	4	7410508.0	1.2074306E7	1.0022784E7	8545554.0	9680149.0	9609688.0	1.152456E7	8126311.0	1.0462879E7	8695074.0	3290898.5	5864393.0	4533049.5	3793556.5	4347737.5	4071135.2	5402469.5	4073887.5	4915979.5	4109444.0	
sp|Q15223|NECT1_HUMAN	Q15223	NECT1_HUMAN	NECTIN1	517	Homo sapiens	1:Experimental evidence at protein level	Nectin-1	1.0	0.9954	2	8	8	8	0	0	1	2	1	2	1	0	0	1	0	0	1	2	1	2	1	0	0	1	0	0	1	2	1	2	1	0	0	1	1024021.56	1354063.5	1540897.2	1498127.2	1007055.6	1328550.2	1569098.5	895682.1	1324668.6	1194441.0	612920.06	788588.6	839001.4	896531.1	602797.1	763692.1	882043.94	533131.25	762605.8	714155.0	
sp|Q15582|BGH3_HUMAN	Q15582	BGH3_HUMAN	TGFBI	683	Homo sapiens	1:Experimental evidence at protein level	Transforming growth factor-beta-induced protein ig-h3	1.0	0.999	7	29	29	29	2	3	5	4	2	1	2	2	3	5	2	3	5	4	2	1	2	2	3	5	2	3	5	4	2	1	2	2	3	5	2650939.0	4168330.8	2943487.0	3101155.0	2404244.5	2633547.0	4149144.2	3394688.0	3288877.0	3807637.0	1264429.6	1984700.1	1553423.4	1455074.2	1182962.0	1129618.2	1995176.0	1701714.1	1813272.6	1712117.6	
sp|Q15782|CH3L2_HUMAN	Q15782	CH3L2_HUMAN	CHI3L2	390	Homo sapiens	1:Experimental evidence at protein level	Chitinase-3-like protein 2	0.7509	0.9939	1	3	3	3	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0.0	474894.4	0.0	228390.14	216348.62	0.0	238812.84	0.0	554481.06	619327.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15818|NPTX1_HUMAN	Q15818	NPTX1_HUMAN	NPTX1	432	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin-1	1.0	0.999	9	64	64	64	7	8	7	10	5	10	5	2	4	6	7	8	7	10	5	10	5	2	4	6	7	8	7	10	5	10	5	2	4	6	4871727.5	6705341.5	7514182.5	7619019.0	5623365.0	9326777.0	5383172.5	3435401.0	5225909.5	4537781.0	1977413.4	2714988.2	3379077.2	3354977.0	2976939.5	3536593.0	2899796.5	1515197.5	2266040.8	2370840.5	
sp|Q15828|CYTM_HUMAN	Q15828	CYTM_HUMAN	CST6	149	Homo sapiens	1:Experimental evidence at protein level	Cystatin-M	0.6549	0.9903	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	624736.3	361832.78	0.0	299408.9	0.0	540580.4	0.0	451033.34	267162.12	753644.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15904|VAS1_HUMAN	Q15904	VAS1_HUMAN	ATP6AP1	470	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase subunit S1	1.0	0.999	7	35	35	35	0	5	6	6	5	4	4	1	0	4	0	5	6	6	5	4	4	1	0	4	0	5	6	6	5	4	4	1	0	4	3482810.5	6356693.0	9715287.0	8022512.5	5453535.5	1.1362305E7	5662450.0	3579407.5	6028052.0	4988550.0	1230719.0	2912126.5	4125833.5	3381223.0	2847372.0	3142864.0	2561407.5	2037339.0	2736632.2	2511152.5	
sp|Q16270|IBP7_HUMAN	Q16270	IBP7_HUMAN	IGFBP7	282	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 7	1.0	0.999	5	48	48	48	5	4	4	6	4	4	4	7	5	5	5	4	4	6	4	4	4	7	5	5	5	4	4	6	4	4	4	7	5	5	1.706024E7	1.657449E7	2.0792958E7	1.2152688E7	1.9595226E7	1.7905204E7	2.7546372E7	1.5525584E7	1.2670478E7	1.6268308E7	1.02201E7	1.0330765E7	9449217.0	6015818.0	9626903.0	8763429.0	1.4467227E7	8101776.5	7243512.0	8558910.0	
sp|Q16610|ECM1_HUMAN	Q16610	ECM1_HUMAN	ECM1	540	Homo sapiens	1:Experimental evidence at protein level	Extracellular matrix protein 1	1.0	0.999	8	51	51	51	4	6	6	7	5	3	5	5	4	6	4	6	6	7	5	3	5	5	4	6	4	6	6	7	5	3	5	5	4	6	8835352.0	7322844.5	6156816.0	9940959.0	6251026.5	7443549.5	6643726.0	5938495.5	5724299.0	6971479.0	4336816.5	3695892.5	3588663.2	4930446.0	4334450.5	3571049.2	4127616.8	3381615.8	3152049.0	4172826.2	
sp|Q16769|QPCT_HUMAN	Q16769	QPCT_HUMAN	QPCT	361	Homo sapiens	1:Experimental evidence at protein level	Glutaminyl-peptide cyclotransferase	1.0	0.9989	3	8	8	8	0	0	3	3	1	1	0	0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	3	3	1	1	0	0	0	0	484266.6	1712401.0	3532382.0	2602543.0	1696557.5	2133127.8	862880.6	984752.6	703716.25	923766.6	0.0	756835.25	1355905.9	1229682.5	855105.2	877908.4	836059.8	901395.75	547848.5	861083.44	
sp|Q16849|PTPRN_HUMAN	Q16849	PTPRN_HUMAN	PTPRN	979	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase-like N	1.0	0.9972	3	6	6	6	0	1	1	3	0	1	0	0	0	0	0	1	1	3	0	1	0	0	0	0	0	1	1	3	0	1	0	0	0	0	1541946.2	1874640.6	1844126.2	3742935.8	1882850.2	3201728.5	2231933.0	1463828.6	592525.75	2233747.5	808814.7	946518.56	909505.5	1818340.6	1177573.8	1597388.1	1318893.8	945594.4	0.0	1365922.0	
sp|Q24JP5|T132A_HUMAN	Q24JP5	T132A_HUMAN	TMEM132A	1023	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 132A	1.0	0.9987	5	10	10	10	0	1	1	5	0	2	1	0	0	0	0	1	1	5	0	2	1	0	0	0	0	1	1	5	0	2	1	0	0	0	1004099.94	1585439.9	1218237.0	1677017.5	1124776.5	1558716.1	1332316.9	1056090.4	972862.75	972609.9	441931.03	681519.06	524730.9	649278.94	424577.8	626702.3	548862.75	570716.1	425234.6	462619.4	
